- K 44.036242 -71.676773 20.92 X '{"name": "NH Visitors Center (926775R)"}' *
- K 44.0239667 -71.6797708 19.97 X '{"name": "Meadow Ln (400631F)"}' *
- K 44.0195608 -71.6793566 19.66 X '{"name": "NH-175 / Eastside Rd (400630Y)"}' *
- K 43.991523 -71.680222 17.65 X '{"name": "Chase Pemi Excursions (926774J)"}' *
- K 43.990597 -71.680116 17.60 X '{"name": "Osgoods (926773C)"}' *
- K 43.9766314 -71.6824527 16.60 X '{"name": "North Station Rd (400628X)"}' *
- K 43.9759814 -71.6823596 16.56 X '{"name": "South Station Rd (400627R)"}' *
- K 43.9590181 -71.6802143 15.27 U '{"name": "I-93S / Styles Bridges Hw (400625C)"}' *
- K 43.9586425 -71.6799208 15.26 U '{"name": "I-93N / Styles Bridges Hw (400624V)"}' *
