
#v3
1495838341.495379 2017-05-27T11:51:31.300Z G  43.329170 -71.608643 452.099752 0.000 0.000 0.0 *
1495841933.673400 2017-05-27T12:51:23.000Z G  43.388937 -71.607967 454.396340 44.853 0.012 45.2 *
1495841934.001601 2017-05-27T12:51:23.000Z A 695 -2.628  0.904  4.080 -3.138 -0.093  2.432  1.412  9.509  20.045 *
1495841935.001246 2017-05-27T12:51:24.000Z A 707 -2.197  0.960  4.158 -1.687 -0.087  2.079  1.647  9.657  15.691 *
1495841935.699503 2017-05-27T12:51:25.000Z G  43.389023 -71.607853 454.396340 43.617 0.012 43.5 *
1495841936.001454 2017-05-27T12:51:25.000Z A 703 -2.197  0.846  3.962 -2.550 -0.094  2.354  2.354  9.501  14.828 *
1495841937.001309 2017-05-27T12:51:26.000Z A 690 -2.824  0.969  5.178 -3.256 -0.036  2.589  2.393  9.581  20.045 *
1495841937.650133 2017-05-27T12:51:27.000Z G  43.389105 -71.607758 452.755920 39.012 0.011 40.2 *
1495841938.000590 2017-05-27T12:51:27.000Z A 701 -1.961  0.963  4.237 -2.667 -0.076  2.197  5.139  9.640  14.945 *
1495841939.000631 2017-05-27T12:51:28.000Z A 708 -1.412  1.049  4.237 -2.197 -0.087  2.040  1.334  9.592  13.729 *
1495841939.722279 2017-05-27T12:51:29.000Z G  43.389183 -71.607662 453.084004 38.385 0.011 41.9 *
1495841940.000462 2017-05-27T12:51:29.000Z A 703 -1.177  0.947  3.727 -2.354 -0.022  1.765  2.158  9.537  17.730 *
1495841941.001809 2017-05-27T12:51:30.000Z A 694 -2.510  1.022  4.550 -4.472 -0.055  2.510  1.647  9.571  20.045 *
1495841941.933737 2017-05-27T12:51:31.000Z G  43.389258 -71.607577 455.052508 35.446 0.010 39.5 *
1495841942.000412 2017-05-27T12:51:31.000Z A 684 -2.628  0.979  6.590 -3.060 -0.065  2.785  2.118  9.531  20.045 *
1495841943.000874 2017-05-27T12:51:32.000Z A 707 -2.589  0.993  4.511 -3.530 -0.009  2.510  4.393  9.527  16.122 *
1495841943.709450 2017-05-27T12:51:33.000Z G  43.389332 -71.607493 458.661432 34.696 0.010 39.5 *
1495841944.001616 2017-05-27T12:51:33.000Z A 705 -2.314  1.024  4.393 -2.197  0.043  2.550  5.060  9.551  14.278 *
1495841945.001496 2017-05-27T12:51:34.000Z A 703 -2.197  1.047  4.158 -2.040  0.097  1.844  4.629  9.487  16.710 *
1495841945.711653 2017-05-27T12:51:35.000Z G  43.389395 -71.607417 460.629936 30.772 0.009 41.3 *
1495841946.001239 2017-05-27T12:51:35.000Z A 707 -3.295  1.016  4.786 -3.883  0.130  2.628  3.138  9.546  20.045 *
1495841947.001177 2017-05-27T12:51:36.000Z A 692 -2.197  0.962  4.040 -1.922  0.120  2.118  5.021  9.535  15.298 *
1495841947.646719 2017-05-27T12:51:37.000Z G  43.389460 -71.607347 461.942272 30.111 0.008 38.0 *
1495841948.001096 2017-05-27T12:51:37.000Z A 704 -2.118  0.911  4.354 -4.158  0.168  2.628  1.687  9.551  20.045 *
1495841949.000397 2017-05-27T12:51:38.000Z A 702 -2.001  0.865  3.844 -1.765  0.218  2.354  4.746  9.547  16.005 *
1495841949.645310 2017-05-27T12:51:39.000Z G  43.389523 -71.607280 463.254608 29.090 0.008 37.4 *
1495841950.000714 2017-05-27T12:51:39.000Z A 699 -2.393  0.923  3.923 -1.726  0.138  2.079  3.138  9.539  20.045 *
1495841951.000892 2017-05-27T12:51:40.000Z A 694 -3.060  0.792  3.609 -2.236  0.214  1.922  4.668  9.638  20.045 *
1495841951.889524 2017-05-27T12:51:41.000Z G  43.389587 -71.607215 463.910776 28.823 0.008 36.7 *
1495841952.001076 2017-05-27T12:51:41.000Z A 691 -1.922  0.765  3.373 -1.647  0.173  2.628  5.099  9.464  13.651 *
1495841953.001277 2017-05-27T12:51:42.000Z A 707 -2.001  0.777  3.648 -4.472  0.080  2.707  0.667  9.650  20.045 *
1495841953.657092 2017-05-27T12:51:43.000Z G  43.389647 -71.607153 463.910776 27.320 0.008 36.8 *
1495841954.000400 2017-05-27T12:51:43.000Z A 702 -2.707  0.694  5.962 -1.844  0.136  2.707  4.903  9.583  18.868 *
1495841955.000612 2017-05-27T12:51:44.000Z A 706 -2.314  0.666  3.413 -2.785  0.156  2.510  4.119  9.562  17.299 *
1495841955.628199 2017-05-27T12:51:45.000Z G  43.389708 -71.607093 464.238860 27.552 0.008 35.3 *
1495841956.001516 2017-05-27T12:51:45.000Z A 687 -2.040  0.628  3.217 -2.589  0.027  1.883  4.276  9.536  14.318 *
1495841957.000274 2017-05-27T12:51:46.000Z A 692 -3.177  0.769  3.923 -2.824  0.029  3.060  2.040  9.492  20.045 *
1495841957.630384 2017-05-27T12:51:47.000Z G  43.389763 -71.607033 464.238860 25.605 0.007 38.4 *
1495841958.000402 2017-05-27T12:51:47.000Z A 705 -4.119  0.804  4.393 -3.177 -0.032  2.628  2.550  9.507  16.279 *
1495841959.000575 2017-05-27T12:51:48.000Z A 701 -2.510  0.736  4.080 -2.158  0.002  2.942  3.962  9.640  18.201 *
1495841959.687853 2017-05-27T12:51:49.000Z G  43.389818 -71.606977 464.895028 25.065 0.007 36.8 *
1495841960.000775 2017-05-27T12:51:49.000Z A 705 -3.177  0.644  4.001 -3.020  0.002  2.197  1.844  9.580  20.045 *
1495841961.000900 2017-05-27T12:51:50.000Z A 705 -2.354  0.610  3.256 -2.158 -0.131  1.647  5.335  9.579  14.553 *
1495841962.001139 2017-05-27T12:51:51.000Z A 687 -2.628  0.548  3.727 -2.628 -0.275  1.726  2.746  9.495  20.045 *
1495841962.710251 2017-05-27T12:51:52.000Z G  43.389892 -71.606907 465.223112 32.559 0.009 34.7 *
1495841963.000865 2017-05-27T12:51:52.000Z A 702 -2.824  0.525  3.295 -2.275 -0.116  1.844  5.296  9.606  13.651 *
1495841964.000900 2017-05-27T12:51:53.000Z A 705 -2.158  0.598  3.217 -1.961 -0.138  1.883  4.943  9.580  14.278 *
1495841965.000478 2017-05-27T12:51:54.000Z A 703 -3.373  0.565  3.138 -2.275 -0.160  2.118  4.629  9.583  15.338 *
1495841966.000867 2017-05-27T12:51:55.000Z A 705 -2.393  0.611  3.452 -2.118 -0.078  1.844  3.373  9.557  16.671 *
1495841966.907285 2017-05-27T12:51:56.000Z G  43.389948 -71.606840 465.551196 27.198 0.008 40.5 *
1495841967.000409 2017-05-27T12:51:56.000Z A 694 -6.708  0.547  4.040 -5.688  0.011  3.020  0.824  9.460  20.045 *
1495841968.001004 2017-05-27T12:51:57.000Z A 705 -2.471  0.524  3.491 -2.393  0.057  2.040  4.354  9.569  16.005 *
1495841969.000392 2017-05-27T12:51:58.000Z A 696 -2.314  0.488  2.589 -2.118 -0.497  1.334  5.649  9.576  13.808 *
1495841970.000823 2017-05-27T12:51:59.000Z A 679 -2.079  0.552  3.138 -2.275  0.081  2.275  5.727  9.608  13.572 *
1495841971.001059 2017-05-27T12:52:00.000Z A 708 -2.158  0.626  2.942 -1.804  0.173  2.079  5.335  9.586  13.180 *
1495841972.001390 2017-05-27T12:52:01.000Z A 690 -2.001  0.601  3.217 -1.491  0.205  2.393  5.217  9.574  12.474 *
1495841973.001068 2017-05-27T12:52:02.000Z A 704 -1.726  0.577  3.020 -1.412  0.257  2.393  5.060  9.596  12.670 *
1495841974.001411 2017-05-27T12:52:03.000Z A 700 -1.687  0.601  2.864 -1.530  0.209  2.314  5.923  9.621  13.376 *
1495841975.000814 2017-05-27T12:52:04.000Z A 701 -1.844  0.546  2.707 -1.569  0.235  2.354  6.668  9.575  12.592 *
1495841976.000440 2017-05-27T12:52:05.000Z A 703 -1.687  0.625  2.707 -1.647  0.129  1.804  6.159  9.581  12.631 *
1495841977.000486 2017-05-27T12:52:06.000Z A 689 -1.883  0.545  2.981 -1.451  0.213  1.883  6.512  9.620  12.709 *
1495841978.000333 2017-05-27T12:52:07.000Z A 702 -1.804  0.580  2.824 -1.491  0.156  2.001  6.237  9.642  13.298 *
1495841979.001004 2017-05-27T12:52:08.000Z A 708 -1.883  0.630  2.667 -1.491  0.193  2.236  6.472  9.571  12.435 *
1495841980.000796 2017-05-27T12:52:09.000Z A 699 -1.804  0.558  2.824 -1.412  0.202  2.314  5.335  9.577  12.906 *
1495841981.000350 2017-05-27T12:52:10.000Z A 696 -2.118  0.613  3.138 -1.530  0.216  2.510  5.452  9.585  12.945 *
1495841982.001294 2017-05-27T12:52:11.000Z A 693 -1.961  0.633  2.903 -1.726  0.137  1.844  6.316  9.562  12.396 *
1495841983.000354 2017-05-27T12:52:12.000Z A 702 -1.687  0.589  2.667 -1.647  0.196  2.393  6.551  9.586  13.023 *
1495841984.001013 2017-05-27T12:52:13.000Z A 702 -2.040  0.621  2.981 -1.451  0.172  1.804  6.433  9.584  13.180 *
1495841985.001135 2017-05-27T12:52:14.000Z A 703 -1.765  0.619  3.020 -1.726  0.173  2.354  6.041  9.566  13.062 *
1495841986.001001 2017-05-27T12:52:15.000Z A 686 -1.883  0.568  2.667 -1.608  0.249  2.001  6.198  9.542  12.592 *
1495841987.000935 2017-05-27T12:52:16.000Z A 691 -1.883  0.575  2.824 -1.647  0.248  2.314  6.316  9.604  12.709 *
1495841988.001140 2017-05-27T12:52:17.000Z A 706 -2.001  0.557  2.432 -1.608  0.284  2.393  6.316  9.570  12.945 *
1495841989.000876 2017-05-27T12:52:18.000Z A 703 -1.844  0.602  2.667 -1.530  0.205  2.314  6.590  9.529  12.670 *
1495841990.001035 2017-05-27T12:52:19.000Z A 704 -1.647  0.599  2.550 -1.765  0.170  1.961  6.394  9.584  12.356 *
1495841991.000837 2017-05-27T12:52:20.000Z A 699 -1.844  0.598  2.981 -1.647  0.250  2.275  5.806  9.549  12.631 *
1495841992.000852 2017-05-27T12:52:21.000Z A 690 -1.961  0.585  2.707 -1.804  0.235  2.432  5.688  9.544  12.474 *
1495841993.001573 2017-05-27T12:52:22.000Z A 706 -1.883  0.622  2.864 -1.765  0.129  2.393  5.766  9.584  12.749 *
1495841994.000869 2017-05-27T12:52:23.000Z A 704 -2.432  0.604  2.864 -1.804  0.123  2.550  5.923  9.593  12.749 *
1495841995.000391 2017-05-27T12:52:24.000Z A 701 -2.314  0.628  2.942 -2.158  0.108  2.354  5.256  9.502  13.572 *
1495841996.001264 2017-05-27T12:52:25.000Z A 707 -2.354  0.630  3.609 -1.687  0.257  1.961  5.923  9.560  14.749 *
1495841997.000361 2017-05-27T12:52:26.000Z A 691 -2.118  0.661  4.590 -1.451  0.745  2.550  3.334  9.544  15.848 *
1495841998.001203 2017-05-27T12:52:27.000Z A 709 -2.667  0.686  3.530 -1.569  0.991  2.393  5.413  9.598  14.945 *
1495841999.000245 2017-05-27T12:52:28.000Z A 701 -2.667  0.806  3.805 -1.373  1.070  3.295  5.099  9.554  14.475 *
1495842000.001161 2017-05-27T12:52:29.000Z A 695 -2.393  0.796  4.393 -2.471  0.789  2.746  4.393  9.613  20.045 *
1495842000.668995 2017-05-27T12:52:30.000Z G  43.390015 -71.606803 466.535448 26.192 0.007 21.8 *
1495842001.000586 2017-05-27T12:52:30.000Z A 705 -3.570  0.858  4.668 -2.432  0.573  2.746 -0.157  9.524  16.397 *
1495842002.000873 2017-05-27T12:52:31.000Z A 674 -3.020  0.748  4.433 -1.883  0.575  2.864  1.530  9.578  20.045 *
1495842003.000280 2017-05-27T12:52:32.000Z A 710 -2.040  0.742  3.570 -2.236  0.595  3.099  5.531  9.573  16.240 *
1495842003.728990 2017-05-27T12:52:33.000Z G  43.390088 -71.606737 466.535448 32.064 0.009 33.4 *
1495842004.000560 2017-05-27T12:52:33.000Z A 705 -2.001  0.707  2.589 -1.373  0.247  2.236  3.570  9.582  14.867 *
1495842005.001509 2017-05-27T12:52:34.000Z A 710 -1.726  0.691  2.903 -1.804  0.145  2.158  4.276  9.573  14.357 *
1495842006.000596 2017-05-27T12:52:35.000Z A 706 -2.432  0.713  3.766 -2.393  0.061  2.510  3.609  9.621  18.986 *
1495842006.937991 2017-05-27T12:52:36.000Z G  43.390173 -71.606665 466.535448 36.367 0.010 31.5 *
1495842007.001497 2017-05-27T12:52:36.000Z A 691 -3.177  0.730  4.276 -4.825 -0.014  2.001  3.217  9.574  20.045 *
1495842008.001208 2017-05-27T12:52:37.000Z A 701 -4.237  0.606  4.550 -5.923 -0.107  3.413  0.588  9.388  20.045 *
1495842009.001509 2017-05-27T12:52:38.000Z A 706 -2.393  0.593  2.864 -3.766 -0.371  2.707  3.923  9.499  17.377 *
1495842009.726573 2017-05-27T12:52:39.000Z G  43.390243 -71.606582 469.488204 33.767 0.009 40.9 *
1495842010.000471 2017-05-27T12:52:39.000Z A 700 -4.511  0.631  4.276 -7.728 -0.473  3.138  0.745  9.343  20.045 *
1495842011.001392 2017-05-27T12:52:40.000Z A 704 -1.726  0.618  2.746 -2.118 -0.551  2.118  4.707  9.570  14.985 *
1495842012.001396 2017-05-27T12:52:41.000Z A 689 -1.608  0.636  2.158 -2.393 -0.594  1.530  4.903  9.562  13.298 *
1495842013.001429 2017-05-27T12:52:42.000Z A 706 -2.118  0.624  2.118 -2.314 -0.628  1.726  6.394  9.567  13.494 *
1495842014.000578 2017-05-27T12:52:43.000Z A 698 -1.726  0.769  2.471 -1.491  0.156  2.314  5.884  9.562  12.200 *
1495842015.000293 2017-05-27T12:52:44.000Z A 690 -1.726  0.752  2.432 -1.255  0.163  2.040  6.316  9.581  12.317 *
1495842016.000395 2017-05-27T12:52:45.000Z A 708 -1.726  0.704  2.393 -1.255  0.185  2.118  6.786  9.562  12.160 *
1495842017.001171 2017-05-27T12:52:46.000Z A 695 -1.726  0.751  2.432 -1.334  0.174  2.197  6.080  9.603  12.749 *
1495842018.001131 2017-05-27T12:52:47.000Z A 692 -1.608  0.741  2.510 -1.451  0.177  2.432  6.551  9.573  12.317 *
1495842019.000455 2017-05-27T12:52:48.000Z A 706 -1.804  0.763  2.589 -1.491  0.149  2.275  6.198  9.606  12.592 *
1495842020.001507 2017-05-27T12:52:49.000Z A 707 -1.883  0.766  2.471 -1.334  0.177  2.197  6.433  9.578  12.866 *
1495842021.000628 2017-05-27T12:52:50.000Z A 705 -1.687  0.775  2.275 -1.412  0.156  2.393  6.159  9.557  12.356 *
1495842022.001485 2017-05-27T12:52:51.000Z A 696 -1.687  0.776  2.471 -1.412  0.144  2.432  6.316  9.600  12.356 *
1495842023.001425 2017-05-27T12:52:52.000Z A 701 -1.647  0.777  2.589 -1.608  0.166  2.510  6.276  9.522  12.474 *
1495842024.000396 2017-05-27T12:52:53.000Z A 707 -1.569  0.704  2.432 -1.647  0.234  2.707  5.962  9.566  12.945 *
1495842025.001520 2017-05-27T12:52:54.000Z A 705 -1.726  0.729  2.707 -1.765  0.144  2.432  6.551  9.602  12.906 *
1495842026.001550 2017-05-27T12:52:55.000Z A 707 -1.647  0.734  2.471 -2.118  0.140  2.275  5.609  9.570  12.788 *
1495842027.000251 2017-05-27T12:52:56.000Z A 690 -1.687  0.858  3.923 -1.216  0.900  1.961  5.884  9.558  14.553 *
1495842028.000302 2017-05-27T12:52:57.000Z A 708 -1.255  0.883  3.295 -1.412  0.998  2.275  4.315  9.575  15.965 *
1495842029.000646 2017-05-27T12:52:58.000Z A 704 -1.608  0.879  3.256 -1.530  1.033  3.020  6.668  9.567  12.827 *
1495842029.718774 2017-05-27T12:52:59.000Z G  43.390307 -71.606510 470.472456 29.914 0.008 39.4 *
1495842030.001385 2017-05-27T12:52:59.000Z A 693 -2.236  0.889  4.668 -1.412  0.965  3.060  5.806  9.572  15.102 *
1495842031.000947 2017-05-27T12:53:00.000Z A 708 -2.667  0.813  4.511 -2.158  0.616  3.334  4.001  9.565  17.691 *
1495842032.000459 2017-05-27T12:53:01.000Z A 693 -3.099  0.816  4.197 -4.315  0.445  3.805  1.098  9.465  20.045 *
1495842032.710728 2017-05-27T12:53:02.000Z G  43.390370 -71.606433 470.472456 30.772 0.008 41.3 *
1495842033.001545 2017-05-27T12:53:02.000Z A 707 -1.961  0.789  4.354 -1.647  0.509  2.040  4.040  9.528  20.045 *
1495842034.000474 2017-05-27T12:53:03.000Z A 688 -2.393  0.792  3.609 -1.412  0.369  2.314  4.158  9.612  15.181 *
1495842034.670245 2017-05-27T12:53:04.000Z G  43.390425 -71.606373 470.472456 25.605 0.007 38.4 *
1495842035.001201 2017-05-27T12:53:04.000Z A 708 -1.922  0.781  3.766 -1.726  0.363  2.471  3.099  9.590  20.045 *
1495842036.001310 2017-05-27T12:53:05.000Z A 704 -2.550  0.782  3.452 -2.118  0.496  2.118  5.688  9.538  16.122 *
1495842036.884374 2017-05-27T12:53:06.000Z G  43.390483 -71.606308 472.112876 27.383 0.007 39.0 *
1495842037.001503 2017-05-27T12:53:06.000Z A 691 -1.922  0.798  4.511 -1.647  0.441  2.354  4.982  9.500  18.593 *
1495842038.001480 2017-05-27T12:53:07.000Z A 703 -2.746  0.755  4.433 -2.040  0.377  3.060  5.139  9.554  20.045 *
1495842038.732024 2017-05-27T12:53:08.000Z G  43.390560 -71.606242 473.097128 33.085 0.009 32.3 *
1495842039.000955 2017-05-27T12:53:08.000Z A 707 -1.961  0.871  4.080 -2.510  0.284  4.864  1.020  9.550  16.632 *
1495842040.001517 2017-05-27T12:53:09.000Z A 705 -2.040  0.859  4.943 -2.432  0.364  4.001  3.923  9.607  16.279 *
1495842040.710495 2017-05-27T12:53:10.000Z G  43.390640 -71.606175 474.409464 34.119 0.009 31.2 *
1495842041.001050 2017-05-27T12:53:10.000Z A 706 -2.942  0.730  4.982 -2.864  0.326  3.099  2.471  9.589  20.045 *
1495842042.001206 2017-05-27T12:53:11.000Z A 687 -2.981  0.902  5.139 -3.138  0.254  3.413  3.883  9.553  17.770 *
1495842042.690519 2017-05-27T12:53:12.000Z G  43.390727 -71.606103 474.737548 36.887 0.010 31.0 *
1495842043.000232 2017-05-27T12:53:12.000Z A 707 -3.177  0.740  4.668 -7.218  0.429  3.923  0.431  9.336  20.045 *
1495842044.000501 2017-05-27T12:53:13.000Z A 700 -5.060  0.817  5.178 -4.158  0.219  3.177  1.334  9.427  20.045 *
1495842044.719267 2017-05-27T12:53:14.000Z G  43.390820 -71.606033 474.081380 38.778 0.010 28.6 *
1495842045.000401 2017-05-27T12:53:14.000Z A 691 -3.727  0.713  4.629 -3.099  0.349  3.217  3.256  9.562  20.045 *
1495842046.000867 2017-05-27T12:53:15.000Z A 706 -2.981  0.723  4.668 -2.707  0.250  3.373  1.334  9.441  20.045 *
1495842046.893247 2017-05-27T12:53:16.000Z G  43.390903 -71.605950 475.393716 37.580 0.010 36.0 *
1495842047.001290 2017-05-27T12:53:16.000Z A 691 -2.864  0.735  4.707 -3.060  0.245  3.020  4.276  9.750  20.045 *
1495842048.000901 2017-05-27T12:53:17.000Z A 689 -4.786  0.816  9.022 -3.805  0.213  4.315 -0.039  9.407  20.045 *
1495842048.720697 2017-05-27T12:53:18.000Z G  43.390988 -71.605857 475.393716 39.671 0.011 38.6 *
1495842049.001589 2017-05-27T12:53:18.000Z A 707 -2.981  0.809  4.629 -3.883  0.056  5.060  0.981  9.473  20.045 *
1495842050.001620 2017-05-27T12:53:19.000Z A 704 -3.099  0.641  4.668 -3.099  0.135  2.354  3.570  9.640  16.161 *
1495842050.729048 2017-05-27T12:53:20.000Z G  43.391075 -71.605768 476.049884 39.345 0.011 36.5 *
1495842051.000916 2017-05-27T12:53:20.000Z A 703 -2.824  0.790  4.629 -3.099  0.151  2.667  2.275  9.505  20.045 *
1495842052.001537 2017-05-27T12:53:21.000Z A 695 -2.510  0.836  4.629 -2.903  0.279  3.413  3.923  9.592  20.045 *
1495842052.689080 2017-05-27T12:53:22.000Z G  43.391162 -71.605673 476.049884 40.422 0.011 38.5 *
1495842053.000545 2017-05-27T12:53:22.000Z A 703 -3.256  0.738  4.040 -3.530  0.296  3.099  3.805  9.630  15.534 *
1495842054.001205 2017-05-27T12:53:23.000Z A 706 -2.785  0.830  4.158 -5.256  0.339  3.413  2.550  9.427  20.045 *
1495842054.688336 2017-05-27T12:53:24.000Z G  43.391240 -71.605572 475.393716 39.282 0.011 43.3 *
1495842055.000392 2017-05-27T12:53:24.000Z A 703 -4.982  0.865  7.963 -3.609 -0.128  3.883  2.354  9.740  20.045 *
1495842056.000367 2017-05-27T12:53:25.000Z A 703 -2.746  0.759  4.825 -2.471 -0.014  2.707  2.197  9.446  15.142 *
1495842056.933519 2017-05-27T12:53:26.000Z G  43.391328 -71.605470 475.393716 42.010 0.011 39.9 *
1495842057.001018 2017-05-27T12:53:26.000Z A 693 -2.314  0.755  4.040 -3.020 -0.000  2.903  2.864  9.580  20.045 *
1495842058.000261 2017-05-27T12:53:27.000Z A 706 -2.001  0.844  3.687 -1.961  0.283  2.550  3.687  9.468  14.867 *
1495842058.718737 2017-05-27T12:53:28.000Z G  43.391420 -71.605382 474.737548 40.825 0.011 35.0 *
1495842059.001371 2017-05-27T12:53:28.000Z A 706 -2.001  0.898  3.766 -1.608  0.251  2.432  4.237  9.615  15.651 *
1495842060.001388 2017-05-27T12:53:29.000Z A 706 -4.237  0.832  4.825 -4.825  0.278  3.217  0.353  9.390  20.045 *
1495842060.665924 2017-05-27T12:53:30.000Z G  43.391508 -71.605290 474.081380 40.361 0.011 37.0 *
1495842061.000689 2017-05-27T12:53:30.000Z A 701 -3.099  0.861  5.962 -2.707  0.304  2.471  3.687  9.681  17.260 *
1495842062.000236 2017-05-27T12:53:31.000Z A 682 -2.942  0.878  5.884 -4.472  0.289  2.707  0.118  9.405  20.045 *
1495842062.689464 2017-05-27T12:53:32.000Z G  43.391607 -71.605202 474.409464 42.840 0.012 33.1 *
1495842063.000287 2017-05-27T12:53:32.000Z A 707 -2.393  0.784  4.001 -2.824  0.271  2.314  3.570  9.702  20.045 *
1495842064.000366 2017-05-27T12:53:33.000Z A 685 -2.275  0.808  6.159 -2.746  0.254  2.864  1.491  9.419  20.045 *
1495842064.668892 2017-05-27T12:53:34.000Z G  43.391710 -71.605097 473.753296 46.860 0.013 36.4 *
1495842065.000380 2017-05-27T12:53:34.000Z A 710 -2.824  0.794  3.962 -2.746  0.216  2.471  3.217  9.528  20.045 *
1495842066.001458 2017-05-27T12:53:35.000Z A 703 -1.922  0.866  4.276 -4.237  0.260  2.785  0.118  9.527  20.045 *
1495842066.891778 2017-05-27T12:53:36.000Z G  43.391803 -71.604990 474.737548 44.260 0.012 39.7 *
1495842067.001301 2017-05-27T12:53:36.000Z A 697 -1.804  0.707  3.609 -2.158  0.288  3.138  5.139  9.565  15.142 *
1495842068.001255 2017-05-27T12:53:37.000Z A 705 -2.707  0.812  3.491 -3.177  0.254  3.020  4.393  9.566  20.045 *
1495842068.718105 2017-05-27T12:53:38.000Z G  43.391905 -71.604885 477.034136 46.373 0.012 36.9 *
1495842069.001203 2017-05-27T12:53:38.000Z A 708 -3.883  0.848  4.590 -4.982  0.239  2.550  2.550  9.484  20.045 *
1495842070.000770 2017-05-27T12:53:39.000Z A 704 -1.569  0.860  3.570 -1.687  0.262  2.354  4.158  9.535  18.240 *
1495842070.797569 2017-05-27T12:53:40.000Z G  43.392007 -71.604792 477.690304 44.585 0.012 33.7 *
1495842071.000855 2017-05-27T12:53:40.000Z A 708 -2.040  0.933  4.511 -2.432  0.209  2.354  1.922  9.600  20.045 *
1495842072.000788 2017-05-27T12:53:41.000Z A 694 -2.118  1.120  5.099 -5.217  0.204  2.628  4.393  9.512  20.045 *
1495842072.736726 2017-05-27T12:53:42.000Z G  43.392120 -71.604700 478.346472 47.958 0.013 30.4 *
1495842073.001029 2017-05-27T12:53:42.000Z A 705 -2.314  1.210  5.374 -3.334  0.113  2.824  0.902  9.503  20.045 *
1495842074.001374 2017-05-27T12:53:43.000Z A 703 -2.471  1.155  4.433 -1.608  0.143  1.922  4.982  9.475  14.553 *
1495842074.757464 2017-05-27T12:53:44.000Z G  43.392227 -71.604598 480.971144 47.336 0.013 34.7 *
1495842075.000415 2017-05-27T12:53:44.000Z A 707 -1.569  1.353  4.315 -3.570  0.143  2.314  4.158  9.558  20.045 *
1495842075.735955 2017-05-27T12:53:45.000Z G  43.392283 -71.604542 480.971144 25.554 0.007 36.0 *
1495842076.001567 2017-05-27T12:53:45.000Z A 703 -3.217  1.425  4.040 -3.099  0.122  2.197  3.923  9.478  20.045 *
1495842077.001300 2017-05-27T12:53:46.000Z A 666 -1.294  1.193  5.099 -1.961  0.202  3.060  2.942  9.492  20.045 *
1495842077.719306 2017-05-27T12:53:47.000Z G  43.392397 -71.604437 481.299228 49.842 0.013 33.9 *
1495842078.001378 2017-05-27T12:53:47.000Z A 702 -1.255  1.059  3.883 -2.354  0.268  2.040  4.276  9.510  18.829 *
1495842079.000466 2017-05-27T12:53:48.000Z A 702 -2.275  1.013  5.452 -3.530  0.142  2.785  2.118  9.563  20.045 *
1495842079.694007 2017-05-27T12:53:49.000Z G  43.392507 -71.604338 482.939648 47.853 0.013 33.0 *
1495842080.001437 2017-05-27T12:53:49.000Z A 708 -2.432  1.048  6.629 -3.295  0.108  2.981  3.373  9.491  20.045 *
1495842080.733770 2017-05-27T12:53:50.000Z G  43.392568 -71.604290 483.267732 25.890 0.007 29.7 *
1495842081.000250 2017-05-27T12:53:50.000Z A 707 -3.295  1.122  5.021 -2.667  0.152  3.334  0.902  9.473  20.045 *
1495842081.862866 2017-05-27T12:53:51.000Z G  43.392625 -71.604237 483.595816 25.045 0.007 34.4 *
1495842082.000218 2017-05-27T12:53:51.000Z A 695 -1.922  0.983  3.295 -2.158  0.178  2.314  3.452  9.488  15.808 *
1495842082.718816 2017-05-27T12:53:52.000Z G  43.392687 -71.604187 483.595816 26.111 0.007 30.5 *
1495842083.001422 2017-05-27T12:53:52.000Z A 709 -3.530  1.055  4.158 -4.119  0.158  2.942  3.295  9.626  20.045 *
1495842084.000253 2017-05-27T12:53:53.000Z A 708 -1.961  1.039  4.472 -2.471  0.244  3.844  2.510  9.528  20.045 *
1495842084.685888 2017-05-27T12:53:54.000Z G  43.392803 -71.604088 485.892404 49.910 0.013 31.5 *
1495842085.001285 2017-05-27T12:53:54.000Z A 708 -2.510  0.983  3.805 -4.550  0.265  2.471  1.020  9.447  20.045 *
1495842085.682893 2017-05-27T12:53:55.000Z G  43.392865 -71.604042 486.548572 25.674 0.007 28.8 *
1495842086.000728 2017-05-27T12:53:55.000Z A 709 -3.060  1.020  4.472 -2.432  0.234  2.942  0.392  9.598  20.045 *
1495842086.867143 2017-05-27T12:53:56.000Z G  43.392928 -71.603997 487.860908 26.003 0.007 27.3 *
1495842087.000268 2017-05-27T12:53:56.000Z A 691 -4.550  0.933  4.668 -2.707  0.204  2.864  1.608  9.466  17.181 *
1495842087.684001 2017-05-27T12:53:57.000Z G  43.392997 -71.603955 486.548572 27.267 0.007 23.9 *
1495842088.001013 2017-05-27T12:53:57.000Z A 708 -4.825  1.082  6.198 -5.099  0.216  3.530  1.647  9.580  20.045 *
1495842088.680308 2017-05-27T12:53:58.000Z G  43.393062 -71.603912 488.517076 26.349 0.007 25.8 *
1495842089.000237 2017-05-27T12:53:58.000Z A 704 -3.883  1.005  8.551 -7.610  0.093  4.550 -0.784  9.153  20.045 *
1495842089.683247 2017-05-27T12:53:59.000Z G  43.393127 -71.603868 487.204740 26.349 0.007 25.8 *
1495842090.000605 2017-05-27T12:53:59.000Z A 687 -2.354  1.041  5.296 -2.824  0.158  3.295  3.060  9.548  20.045 *
1495842090.735912 2017-05-27T12:54:00.000Z G  43.393187 -71.603822 486.876656 25.143 0.007 29.5 *
1495842091.000419 2017-05-27T12:54:00.000Z A 704 -2.275  1.102  7.885 -3.491  0.128  3.766  1.059  9.554  20.045 *
