
#v3
1495838341.495379 2017-05-27T11:51:31.300Z G  43.329170 -71.608643 452.099752 0.000 0.000 0.0 *
1495838914.001432 2017-05-27T12:01:03.000Z A 706  0.431  0.638  0.863 -0.118  0.111  0.275  9.297  9.592  9.807 *
1495838915.001454 2017-05-27T12:01:04.000Z A 710  0.471  0.628  0.824 -0.118  0.120  0.431  9.297  9.596  9.846 *
1495838916.001415 2017-05-27T12:01:05.000Z A 690  0.431  0.633  0.824 -0.079  0.104  0.275  9.258  9.602  9.846 *
1495838917.000415 2017-05-27T12:01:06.000Z A 691  0.392  0.626  0.824 -0.118  0.111  0.314  9.336  9.604  9.846 *
1495838917.249400 2017-05-27T12:01:07.000Z G  43.329120 -71.608553 423.228360 6.823 0.012 153.0 *
1495838918.001154 2017-05-27T12:01:07.000Z A 708  0.353  0.616  0.824 -0.118  0.117  0.314  9.297  9.601  9.885 *
1495838919.001461 2017-05-27T12:01:08.000Z A 707  0.431  0.630  0.824 -0.079  0.112  0.314  9.336  9.595  9.767 *
1495838920.001396 2017-05-27T12:01:09.000Z A 708  0.431  0.619  0.784 -0.039  0.110  0.353  9.258  9.582  9.846 *
1495838921.000856 2017-05-27T12:01:10.000Z A 706  0.431  0.633  0.902 -0.079  0.106  0.275  9.258  9.598  9.807 *
1495838922.000363 2017-05-27T12:01:11.000Z A 695  0.471  0.628  0.824 -0.079  0.111  0.275  9.297  9.600  9.924 *
1495838923.000379 2017-05-27T12:01:12.000Z A 692  0.392  0.628  0.863 -0.079  0.114  0.314  9.297  9.599  9.885 *
1495838924.000843 2017-05-27T12:01:13.000Z A 708  0.392  0.623  0.824 -0.039  0.112  0.314  9.375  9.607  10.003 *
1495838925.001422 2017-05-27T12:01:14.000Z A 708  0.431  0.627  0.824 -0.079  0.106  0.314  9.297  9.599  9.924 *
1495838926.001564 2017-05-27T12:01:15.000Z A 707  0.392  0.632  0.784 -0.079  0.116  0.353  9.258  9.587  9.846 *
1495838927.001104 2017-05-27T12:01:16.000Z A 692  0.431  0.616  0.824 -0.079  0.112  0.353  9.336  9.594  9.885 *
1495838928.001347 2017-05-27T12:01:17.000Z A 708  0.431  0.630  0.784 -0.079  0.117  0.314  9.375  9.601  9.846 *
1495838929.001570 2017-05-27T12:01:18.000Z A 693  0.392  0.625  0.863 -0.157  0.117  0.314  9.336  9.603  9.807 *
1495838930.001449 2017-05-27T12:01:19.000Z A 707  0.392  0.626  0.863 -0.118  0.106  0.353  9.258  9.583  9.807 *
1495838931.001447 2017-05-27T12:01:20.000Z A 709  0.431  0.622  0.824 -0.079  0.113  0.314  9.218  9.600  9.964 *
1495838932.000420 2017-05-27T12:01:21.000Z A 692  0.431  0.626  0.902 -0.039  0.125  0.353  9.336  9.597  9.924 *
1495838933.001374 2017-05-27T12:01:22.000Z A 710  0.392  0.621  0.824 -0.079  0.113  0.353  9.336  9.602  10.003 *
1495838934.001515 2017-05-27T12:01:23.000Z A 708  0.431  0.622  0.824 -0.079  0.112  0.275  9.258  9.591  9.964 *
1495838935.001472 2017-05-27T12:01:24.000Z A 710  0.431  0.614  0.902 -0.118  0.119  0.314  9.297  9.594  9.846 *
1495838936.001355 2017-05-27T12:01:25.000Z A 706  0.471  0.632  0.824 -0.079  0.099  0.275  9.336  9.604  9.924 *
1495838937.000834 2017-05-27T12:01:26.000Z A 678  0.431  0.626  0.824 -0.118  0.116  0.353  9.336  9.604  10.042 *
1495838938.001520 2017-05-27T12:01:27.000Z A 708  0.431  0.622  0.784 -0.157  0.100  0.314  9.297  9.605  9.846 *
1495838939.001439 2017-05-27T12:01:28.000Z A 710  0.431  0.632  0.863 -0.079  0.116  0.314  9.375  9.615  9.846 *
1495838940.001291 2017-05-27T12:01:29.000Z A 704  0.431  0.627  0.824 -0.079  0.121  0.314  9.297  9.588  9.885 *
1495838941.000995 2017-05-27T12:01:30.000Z A 710  0.431  0.632  0.824 -0.039  0.105  0.235  9.218  9.603  9.885 *
1495838942.001335 2017-05-27T12:01:31.000Z A 694  0.431  0.625  0.824 -0.079  0.107  0.353  9.297  9.602  9.846 *
1495838943.001439 2017-05-27T12:01:32.000Z A 710  0.392  0.631  0.981 -0.118  0.109  0.314  9.375  9.603  10.003 *
1495838944.001166 2017-05-27T12:01:33.000Z A 708  0.431  0.623  0.902 -0.079  0.115  0.314  9.258  9.592  10.003 *
1495838945.001355 2017-05-27T12:01:34.000Z A 710  0.392  0.625  0.863 -0.118  0.109  0.314  9.297  9.588  10.003 *
1495838946.001360 2017-05-27T12:01:35.000Z A 707  0.392  0.623  0.824 -0.039  0.115  0.275  9.297  9.594  9.807 *
1495838947.001345 2017-05-27T12:01:36.000Z A 694  0.431  0.634  0.824 -0.157  0.106  0.314  9.336  9.599  9.846 *
1495838948.001029 2017-05-27T12:01:37.000Z A 707  0.392  0.621  0.824 -0.079  0.118  0.275  9.336  9.603  9.885 *
1495838949.001006 2017-05-27T12:01:38.000Z A 711  0.471  0.631  0.784 -0.079  0.114  0.275  9.258  9.595  9.807 *
1495838950.001384 2017-05-27T12:01:39.000Z A 691  0.471  0.626  0.863 -0.118  0.112  0.275  9.336  9.592  9.885 *
1495838951.000934 2017-05-27T12:01:40.000Z A 685  0.431  0.628  0.863 -0.157  0.116  0.314  9.258  9.604  9.807 *
1495838952.001194 2017-05-27T12:01:41.000Z A 694  0.353  0.621  0.941 -0.118  0.113  0.314  9.375  9.600  9.846 *
1495838953.001106 2017-05-27T12:01:42.000Z A 704  0.392  0.617  0.902 -0.235  0.112  0.314  9.336  9.605  9.846 *
1495838954.000279 2017-05-27T12:01:43.000Z A 707  0.431  0.636  0.863 -0.079  0.110  0.275  9.336  9.593  9.846 *
1495838955.001423 2017-05-27T12:01:44.000Z A 705  0.431  0.623  0.863 -0.196  0.114  0.314  9.297  9.594  9.846 *
1495838956.001209 2017-05-27T12:01:45.000Z A 710  0.431  0.630  0.824 -0.118  0.098  0.314  9.336  9.601  9.885 *
1495838957.001191 2017-05-27T12:01:46.000Z A 693  0.431  0.626  0.941 -0.039  0.122  0.314  9.336  9.605  9.885 *
1495838958.001537 2017-05-27T12:01:47.000Z A 709  0.392  0.627  0.824 -0.118  0.112  0.353  9.258  9.594  9.924 *
1495838959.001470 2017-05-27T12:01:48.000Z A 707  0.431  0.629  0.863 -0.039  0.120  0.392  9.258  9.601  9.846 *
1495838960.001462 2017-05-27T12:01:49.000Z A 711  0.431  0.623  0.902 -0.039  0.106  0.314  9.375  9.601  9.846 *
1495838961.001514 2017-05-27T12:01:50.000Z A 709  0.431  0.622  0.863 -0.039  0.116  0.353  9.297  9.598  9.846 *
1495838962.001394 2017-05-27T12:01:51.000Z A 695  0.431  0.627  0.824 -0.039  0.122  0.314  9.258  9.591  9.885 *
1495838963.000277 2017-05-27T12:01:52.000Z A 692  0.431  0.632  0.902 -0.118  0.111  0.275  9.258  9.592  9.767 *
1495838964.000313 2017-05-27T12:01:53.000Z A 688  0.353  0.630  0.863 -0.157  0.113  0.314  9.218  9.592  9.885 *
1495838965.001434 2017-05-27T12:01:54.000Z A 711  0.353  0.626  0.784 -0.039  0.111  0.314  9.218  9.589  9.846 *
1495838966.001152 2017-05-27T12:01:55.000Z A 709  0.471  0.631  0.824 -0.118  0.106  0.353  9.336  9.588  9.846 *
1495838967.000308 2017-05-27T12:01:56.000Z A 696  0.392  0.629  0.824 -0.079  0.118  0.314  9.336  9.601  9.846 *
1495838968.001380 2017-05-27T12:01:57.000Z A 709  0.431  0.630  0.824 -0.079  0.115  0.314  9.179  9.607  10.003 *
1495838969.000374 2017-05-27T12:01:58.000Z A 706  0.431  0.625  0.863 -0.039  0.113  0.314  9.218  9.584  9.846 *
1495838970.000291 2017-05-27T12:01:59.000Z A 708  0.471  0.620  0.824 -0.079  0.121  0.314  9.297  9.597  9.885 *
1495838971.001396 2017-05-27T12:02:00.000Z A 711  0.431  0.624  0.863 -0.118  0.115  0.431  9.218  9.598  9.924 *
1495838972.001339 2017-05-27T12:02:01.000Z A 695  0.392  0.620  0.784 -0.235  0.116  0.314  9.297  9.601  9.846 *
1495838973.001074 2017-05-27T12:02:02.000Z A 707  0.431  0.641  0.902 -0.079  0.113  0.314  9.414  9.600  9.846 *
1495838974.001296 2017-05-27T12:02:03.000Z A 707  0.392  0.622  0.863 -0.118  0.107  0.353  9.297  9.609  9.846 *
1495838975.000487 2017-05-27T12:02:04.000Z A 710  0.471  0.629  0.824 -0.039  0.111  0.392  9.258  9.587  9.807 *
1495838976.000351 2017-05-27T12:02:05.000Z A 709  0.431  0.620  0.863 -0.079  0.112  0.353  9.336  9.603  10.003 *
1495838977.001164 2017-05-27T12:02:06.000Z A 697  0.431  0.618  0.824 -0.118  0.120  0.392  9.336  9.591  9.924 *
1495838977.241436 2017-05-27T12:02:07.000Z G  43.329122 -71.608562 424.540696 2.294 0.004 285.4 *
1495838978.001568 2017-05-27T12:02:07.000Z A 689  0.431  0.626  0.863 -0.118  0.103  0.431  9.179  9.584  9.767 *
1495838979.001436 2017-05-27T12:02:08.000Z A 707  0.353  0.634  0.863 -0.196  0.126  0.392  9.258  9.597  10.003 *
1495838980.001275 2017-05-27T12:02:09.000Z A 690  0.431  0.629  0.941 -0.196  0.109  0.392  9.258  9.596  9.885 *
1495838981.000993 2017-05-27T12:02:10.000Z A 709  0.392  0.613  0.784 -0.118  0.111  0.275  9.218  9.586  9.885 *
1495838982.000698 2017-05-27T12:02:11.000Z A 694  0.431  0.618  0.824 -0.118  0.114  0.275  9.336  9.596  9.846 *
1495838983.001413 2017-05-27T12:02:12.000Z A 706  0.431  0.627  0.824 -0.079  0.108  0.353  9.336  9.597  9.924 *
1495838984.001448 2017-05-27T12:02:13.000Z A 708  0.431  0.642  0.941 -0.039  0.123  0.314  9.336  9.592  9.924 *
1495838985.000266 2017-05-27T12:02:14.000Z A 707  0.392  0.630  0.941 -0.118  0.116  0.392  9.179  9.605  9.924 *
1495838986.001339 2017-05-27T12:02:15.000Z A 710  0.431  0.624  0.824 -0.039  0.118  0.353  9.218  9.597  9.846 *
1495838987.000807 2017-05-27T12:02:16.000Z A 696  0.431  0.620  0.824 -0.079  0.110  0.275  9.258  9.607  9.924 *
1495838988.001441 2017-05-27T12:02:17.000Z A 710  0.392  0.626  0.863 -0.079  0.108  0.275  9.258  9.595  9.846 *
1495838989.001202 2017-05-27T12:02:18.000Z A 708  0.431  0.623  0.784 -0.039  0.123  0.353  9.375  9.606  9.846 *
1495838990.001464 2017-05-27T12:02:19.000Z A 707  0.431  0.622  0.863 -0.079  0.122  0.392  9.336  9.605  10.003 *
1495838991.001416 2017-05-27T12:02:20.000Z A 708  0.392  0.627  0.824 -0.079  0.122  0.275  9.258  9.591  10.003 *
1495838992.001447 2017-05-27T12:02:21.000Z A 694  0.431  0.636  0.863 -0.118  0.113  0.314  9.297  9.594  9.846 *
1495838993.000526 2017-05-27T12:02:22.000Z A 676  0.471  0.620  0.863 -0.157  0.113  0.353  9.336  9.592  9.846 *
1495838994.001380 2017-05-27T12:02:23.000Z A 707  0.431  0.631  0.902 -0.079  0.110  0.275  9.336  9.603  9.885 *
1495838995.000432 2017-05-27T12:02:24.000Z A 706  0.392  0.619  0.863 -0.039  0.121  0.314  9.336  9.594  9.807 *
1495838996.001434 2017-05-27T12:02:25.000Z A 706  0.431  0.618  0.784 -0.039  0.115  0.275  9.336  9.608  9.885 *
1495838997.001177 2017-05-27T12:02:26.000Z A 694  0.471  0.629  0.863 -0.118  0.117  0.314  9.297  9.605  9.846 *
1495838998.001402 2017-05-27T12:02:27.000Z A 709  0.431  0.624  0.902 -0.157  0.114  0.314  9.297  9.599  9.807 *
1495838999.000479 2017-05-27T12:02:28.000Z A 704  0.431  0.631  0.902 -0.079  0.110  0.275  9.258  9.591  9.807 *
1495839000.001538 2017-05-27T12:02:29.000Z A 708  0.471  0.623  0.784 -0.039  0.111  0.314  9.297  9.595  9.924 *
1495839001.001342 2017-05-27T12:02:30.000Z A 711  0.471  0.623  0.824 -0.118  0.111  0.275  9.297  9.599  9.885 *
1495839002.000912 2017-05-27T12:02:31.000Z A 694  0.431  0.624  0.863 -0.079  0.105  0.353  9.297  9.593  9.846 *
1495839003.001482 2017-05-27T12:02:32.000Z A 711  0.471  0.627  0.824 -0.039  0.122  0.392  9.297  9.581  9.807 *
1495839004.001429 2017-05-27T12:02:33.000Z A 708  0.431  0.622  0.824 -0.039  0.114  0.314  9.218  9.605  9.846 *
1495839005.001318 2017-05-27T12:02:34.000Z A 709  0.353  0.623  0.863 -0.079  0.115  0.353  9.336  9.598  9.924 *
1495839006.000637 2017-05-27T12:02:35.000Z A 708  0.431  0.632  0.902 -0.118  0.118  0.353  9.258  9.588  9.885 *
1495839007.001417 2017-05-27T12:02:36.000Z A 692  0.431  0.620  0.824 -0.039  0.120  0.314  9.297  9.600  9.964 *
1495839008.001561 2017-05-27T12:02:37.000Z A 706  0.510  0.629  0.824 -0.079  0.112  0.275  9.336  9.599  9.846 *
1495839009.001190 2017-05-27T12:02:38.000Z A 710  0.431  0.612  0.824 -0.039  0.112  0.314  9.375  9.594  9.807 *
1495839010.001454 2017-05-27T12:02:39.000Z A 688  0.392  0.630  0.784 -0.079  0.112  0.314  9.375  9.608  9.885 *
1495839011.001450 2017-05-27T12:02:40.000Z A 710  0.431  0.629  0.784 -0.157  0.116  0.275  9.218  9.587  9.846 *
1495839012.001411 2017-05-27T12:02:41.000Z A 689  0.392  0.633  0.824 -0.079  0.119  0.392  9.336  9.583  9.964 *
1495839013.001264 2017-05-27T12:02:42.000Z A 711  0.431  0.636  0.824 -0.079  0.116  0.314  9.297  9.596  9.807 *
1495839014.001448 2017-05-27T12:02:43.000Z A 693  0.431  0.624  0.784 -0.039  0.106  0.314  9.336  9.577  9.846 *
1495839015.001150 2017-05-27T12:02:44.000Z A 707  0.353  0.623  0.824 -0.079  0.112  0.353  9.258  9.585  9.885 *
1495839016.001195 2017-05-27T12:02:45.000Z A 709  0.431  0.629  0.784 -0.079  0.118  0.275  9.258  9.596  9.807 *
1495839017.001307 2017-05-27T12:02:46.000Z A 692  0.471  0.633  0.824 -0.079  0.106  0.314  9.336  9.600  9.885 *
1495839018.001461 2017-05-27T12:02:47.000Z A 709  0.392  0.626  0.863 -0.079  0.113  0.353  9.375  9.608  9.846 *
1495839019.000413 2017-05-27T12:02:48.000Z A 705  0.392  0.621  0.902 -0.079  0.118  0.314  9.375  9.601  9.807 *
1495839020.001173 2017-05-27T12:02:49.000Z A 709  0.392  0.613  0.824 -0.079  0.117  0.314  9.336  9.584  9.767 *
1495839021.000669 2017-05-27T12:02:50.000Z A 709  0.431  0.630  0.863 -0.118  0.104  0.275  9.336  9.599  9.924 *
1495839022.000426 2017-05-27T12:02:51.000Z A 694  0.431  0.627  0.824 -0.039  0.112  0.353  9.336  9.598  9.885 *
1495839023.000384 2017-05-27T12:02:52.000Z A 693  0.392  0.617  0.902 -0.118  0.110  0.392  9.258  9.596  9.807 *
1495839024.000419 2017-05-27T12:02:53.000Z A 708  0.392  0.627  0.824 -0.118  0.117  0.314  9.297  9.594  9.807 *
1495839025.001356 2017-05-27T12:02:54.000Z A 709  0.471  0.639  0.863 -0.079  0.111  0.275  9.336  9.597  9.846 *
1495839026.000301 2017-05-27T12:02:55.000Z A 704  0.392  0.624  0.902 -0.118  0.116  0.314  9.336  9.602  9.807 *
1495839027.001411 2017-05-27T12:02:56.000Z A 694  0.431  0.622  0.824 -0.079  0.120  0.353  9.258  9.603  9.846 *
1495839028.001434 2017-05-27T12:02:57.000Z A 709  0.431  0.621  0.784 -0.079  0.112  0.314  9.297  9.590  9.846 *
1495839029.001445 2017-05-27T12:02:58.000Z A 704  0.431  0.626  0.824 -0.118  0.111  0.392  9.179  9.599  10.042 *
1495839030.001425 2017-05-27T12:02:59.000Z A 710  0.431  0.619  0.902 -0.079  0.118  0.314  9.297  9.597  9.846 *
1495839031.000239 2017-05-27T12:03:00.000Z A 690  0.431  0.631  0.863 -0.079  0.114  0.314  9.258  9.595  9.924 *
1495839032.000321 2017-05-27T12:03:01.000Z A 692  0.471  0.624  0.784 -0.079  0.115  0.314  9.336  9.598  9.924 *
1495839033.000254 2017-05-27T12:03:02.000Z A 711  0.431  0.623  0.824 -0.079  0.121  0.353  9.179  9.595  9.885 *
1495839034.001464 2017-05-27T12:03:03.000Z A 707  0.314  0.632  0.824 -0.079  0.124  0.353  9.179  9.590  9.885 *
1495839035.001515 2017-05-27T12:03:04.000Z A 710  0.431  0.629  0.824 -0.079  0.119  0.275  9.375  9.601  9.846 *
1495839036.001413 2017-05-27T12:03:05.000Z A 705  0.431  0.616  0.824 -0.118  0.112  0.314  9.297  9.588  9.885 *
1495839037.001539 2017-05-27T12:03:06.000Z A 681  0.471  0.625  0.863 -0.079  0.114  0.431  9.336  9.596  9.846 *
1495839037.244538 2017-05-27T12:03:07.000Z G  43.329145 -71.608592 429.461956 11.655 0.017 316.9 *
1495839038.001372 2017-05-27T12:03:07.000Z A 704  0.392  0.631  0.902 -0.196  0.114  0.275  9.297  9.594  9.846 *
1495839039.001419 2017-05-27T12:03:08.000Z A 710  0.353  0.628  0.902 -0.118  0.114  0.314  9.336  9.584  9.885 *
1495839040.001478 2017-05-27T12:03:09.000Z A 707  0.431  0.621  0.824 -0.118  0.117  0.314  9.375  9.598  9.885 *
1495839041.001167 2017-05-27T12:03:10.000Z A 707  0.431  0.623  0.824 -0.118  0.110  0.314  9.179  9.589  9.767 *
1495839042.001578 2017-05-27T12:03:11.000Z A 693  0.392  0.626  0.784 -0.118  0.110  0.314  9.297  9.596  9.964 *
1495839043.001171 2017-05-27T12:03:12.000Z A 711  0.392  0.630  0.824 -0.079  0.108  0.314  9.297  9.586  9.846 *
1495839044.001503 2017-05-27T12:03:13.000Z A 707  0.431  0.624  0.863 -0.118  0.117  0.314  9.258  9.602  9.846 *
1495839045.001402 2017-05-27T12:03:14.000Z A 710  0.431  0.628  0.863 -0.118  0.118  0.353  9.297  9.601  9.885 *
1495839046.001555 2017-05-27T12:03:15.000Z A 689  0.431  0.631  0.941 -0.039  0.117  0.392  9.336  9.593  9.846 *
1495839047.000727 2017-05-27T12:03:16.000Z A 691  0.353  0.635  0.981 -0.157  0.124  0.471  9.179  9.589  9.885 *
1495839048.000963 2017-05-27T12:03:17.000Z A 706  0.431  0.624  0.824 -0.039  0.113  0.314  9.297  9.598  9.846 *
1495839049.001113 2017-05-27T12:03:18.000Z A 706  0.431  0.634  0.824 -0.118  0.112  0.353  9.258  9.586  9.807 *
1495839050.000691 2017-05-27T12:03:19.000Z A 709  0.471  0.628  0.981 -0.157  0.117  0.353  9.336  9.596  9.846 *
1495839051.001517 2017-05-27T12:03:20.000Z A 708  0.392  0.628  0.863 -0.118  0.115  0.353  9.297  9.575  9.846 *
1495839052.001493 2017-05-27T12:03:21.000Z A 674  0.353  0.641  0.863 -0.196  0.122  0.314  9.297  9.578  9.807 *
1495839053.001046 2017-05-27T12:03:22.000Z A 710  0.431  0.627  0.863 -0.079  0.119  0.314  9.297  9.587  9.846 *
1495839054.000452 2017-05-27T12:03:23.000Z A 711  0.431  0.624  0.824 -0.118  0.119  0.314  9.218  9.604  9.885 *
1495839055.000217 2017-05-27T12:03:24.000Z A 706  0.471  0.629  0.863 -0.118  0.115  0.353  9.375  9.601  9.846 *
1495839056.001004 2017-05-27T12:03:25.000Z A 711  0.392  0.629  0.863 -0.157  0.112  0.353  9.336  9.590  9.807 *
1495839057.000783 2017-05-27T12:03:26.000Z A 689  0.471  0.635  0.902 -0.079  0.108  0.353  9.375  9.603  10.003 *
1495839058.001579 2017-05-27T12:03:27.000Z A 710  0.392  0.624  0.863 -0.118  0.112  0.353  9.297  9.595  9.846 *
1495839059.001497 2017-05-27T12:03:28.000Z A 692  0.392  0.629  0.902 -0.039  0.119  0.314  9.218  9.605  10.003 *
1495839060.001452 2017-05-27T12:03:29.000Z A 702  0.431  0.624  0.863 -0.079  0.108  0.314  9.218  9.584  9.924 *
1495839061.000467 2017-05-27T12:03:30.000Z A 710  0.392  0.627  0.824 -0.079  0.123  0.471  9.258  9.593  9.885 *
1495839062.001155 2017-05-27T12:03:31.000Z A 694  0.431  0.622  0.824 -0.039  0.111  0.314  9.336  9.608  9.846 *
1495839063.001263 2017-05-27T12:03:32.000Z A 711  0.392  0.619  0.824 -0.157  0.115  0.353  9.336  9.596  9.924 *
1495839064.000871 2017-05-27T12:03:33.000Z A 705  0.431  0.640  0.981 -0.118  0.108  0.275  9.336  9.601  9.885 *
1495839065.000317 2017-05-27T12:03:34.000Z A 709  0.314  0.626  0.824 -0.039  0.113  0.392  9.336  9.577  9.807 *
1495839066.001146 2017-05-27T12:03:35.000Z A 707  0.353  0.621  0.824 -0.039  0.118  0.353  9.297  9.596  9.846 *
1495839067.001484 2017-05-27T12:03:36.000Z A 695  0.392  0.622  0.824 -0.157  0.110  0.314  9.297  9.587  9.964 *
1495839068.001361 2017-05-27T12:03:37.000Z A 687  0.275  0.630  0.863 -0.118  0.113  0.314  9.140  9.588  9.885 *
1495839069.000284 2017-05-27T12:03:38.000Z A 709  0.471  0.626  0.863 -0.079  0.118  0.353  9.297  9.590  9.846 *
1495839070.001055 2017-05-27T12:03:39.000Z A 709  0.431  0.630  0.824 -0.079  0.111  0.353  9.375  9.596  10.003 *
1495839071.001343 2017-05-27T12:03:40.000Z A 711  0.471  0.630  0.824 -0.196  0.116  0.353  9.218  9.587  9.807 *
1495839072.001409 2017-05-27T12:03:41.000Z A 696  0.431  0.625  0.863 -0.079  0.103  0.353  9.297  9.600  9.846 *
1495839073.000329 2017-05-27T12:03:42.000Z A 707  0.431  0.621  0.824 -0.039  0.114  0.314  9.297  9.591  9.885 *
1495839074.001537 2017-05-27T12:03:43.000Z A 692  0.431  0.628  0.863 -0.118  0.114  0.314  9.375  9.587  9.885 *
1495839075.001434 2017-05-27T12:03:44.000Z A 708  0.431  0.622  0.902 -0.079  0.111  0.275  9.297  9.587  9.846 *
1495839076.000674 2017-05-27T12:03:45.000Z A 710  0.471  0.634  0.824 -0.079  0.118  0.275  9.179  9.592  9.846 *
1495839077.001396 2017-05-27T12:03:46.000Z A 699  0.431  0.621  0.863 -0.039  0.119  0.471  9.336  9.593  9.846 *
1495839078.000708 2017-05-27T12:03:47.000Z A 710  0.392  0.625  0.863 -0.079  0.115  0.314  9.297  9.600  9.885 *
1495839079.000396 2017-05-27T12:03:48.000Z A 709  0.471  0.625  0.824 -0.039  0.119  0.392  9.297  9.613  9.885 *
1495839080.001211 2017-05-27T12:03:49.000Z A 709  0.431  0.640  0.902 -0.039  0.117  0.314  9.297  9.603  9.846 *
1495839081.000211 2017-05-27T12:03:50.000Z A 708  0.431  0.633  0.824 -0.157  0.110  0.314  9.179  9.601  9.885 *
1495839082.000449 2017-05-27T12:03:51.000Z A 696  0.431  0.617  0.784 -0.118  0.122  0.353  9.297  9.591  9.924 *
1495839083.001437 2017-05-27T12:03:52.000Z A 709  0.431  0.631  0.784 -0.079  0.115  0.275  9.336  9.586  9.807 *
1495839084.000989 2017-05-27T12:03:53.000Z A 691  0.431  0.631  0.784 -0.039  0.129  0.353  9.258  9.587  9.767 *
1495839085.001430 2017-05-27T12:03:54.000Z A 692  0.471  0.624  0.784 -0.079  0.121  0.353  9.375  9.605  9.846 *
1495839086.001265 2017-05-27T12:03:55.000Z A 706  0.431  0.629  0.824 -0.079  0.117  0.275  9.297  9.598  9.885 *
1495839087.000681 2017-05-27T12:03:56.000Z A 693  0.471  0.626  0.824 -0.118  0.110  0.392  9.336  9.598  9.846 *
1495839088.000710 2017-05-27T12:03:57.000Z A 703  0.431  0.633  0.863 -0.079  0.129  0.353  9.258  9.606  9.924 *
1495839089.001134 2017-05-27T12:03:58.000Z A 708  0.431  0.634  0.902 -0.079  0.121  0.275  9.297  9.609  9.885 *
1495839090.000330 2017-05-27T12:03:59.000Z A 706  0.471  0.622  0.824 -0.039  0.119  0.275  9.336  9.594  9.846 *
1495839091.000328 2017-05-27T12:04:00.000Z A 709  0.431  0.626  0.784 -0.079  0.118  0.314  9.179  9.587  9.807 *
1495839092.001537 2017-05-27T12:04:01.000Z A 692  0.471  0.625  0.824 -0.039  0.103  0.314  9.179  9.594  9.846 *
1495839093.000325 2017-05-27T12:04:02.000Z A 709  0.431  0.628  0.902 -0.079  0.119  0.314  9.258  9.602  9.846 *
1495839094.001001 2017-05-27T12:04:03.000Z A 709  0.431  0.627  0.824 -0.039  0.113  0.431  9.375  9.597  9.924 *
1495839095.001020 2017-05-27T12:04:04.000Z A 709  0.392  0.617  0.824 -0.118  0.115  0.353  9.297  9.585  9.807 *
1495839096.001424 2017-05-27T12:04:05.000Z A 709  0.471  0.621  0.824 -0.118  0.120  0.314  9.258  9.589  9.807 *
1495839097.000970 2017-05-27T12:04:06.000Z A 698  0.431  0.614  0.784 -0.039  0.122  0.314  9.336  9.594  9.885 *
1495839097.251635 2017-05-27T12:04:07.000Z G  43.329142 -71.608638 422.900276 12.443 0.016 264.4 *
1495839098.001422 2017-05-27T12:04:07.000Z A 709  0.431  0.618  0.863 -0.118  0.118  0.314  9.375  9.606  9.807 *
1495839099.000610 2017-05-27T12:04:08.000Z A 689  0.431  0.636  0.824 -0.079  0.114  0.353  9.179  9.595  9.924 *
1495839100.000698 2017-05-27T12:04:09.000Z A 708  0.392  0.627  0.824 -0.157  0.115  0.275  9.375  9.592  9.885 *
1495839101.001570 2017-05-27T12:04:10.000Z A 710  0.431  0.631  0.863 -0.118  0.115  0.314  9.414  9.596  9.885 *
1495839102.001087 2017-05-27T12:04:11.000Z A 694  0.392  0.620  0.824 -0.118  0.109  0.314  9.336  9.584  9.807 *
1495839103.001180 2017-05-27T12:04:12.000Z A 706  0.431  0.638  0.824 -0.157  0.111  0.314  9.258  9.602  9.885 *
1495839104.001457 2017-05-27T12:04:13.000Z A 693  0.431  0.627  0.863 -0.079  0.117  0.314  9.336  9.585  9.846 *
1495839105.001424 2017-05-27T12:04:14.000Z A 698  0.471  0.624  0.863 -0.118  0.111  0.275  9.297  9.582  9.807 *
1495839106.001407 2017-05-27T12:04:15.000Z A 712  0.431  0.624  0.824 -0.079  0.123  0.353  9.297  9.599  9.807 *
1495839107.000776 2017-05-27T12:04:16.000Z A 697  0.392  0.621  0.863 -0.079  0.113  0.275  9.258  9.595  9.924 *
1495839108.001396 2017-05-27T12:04:17.000Z A 712  0.392  0.629  0.863 -0.079  0.121  0.275  9.297  9.596  10.003 *
1495839109.000798 2017-05-27T12:04:18.000Z A 710  0.431  0.632  0.863 -0.039  0.118  0.275  9.258  9.601  9.807 *
1495839110.000356 2017-05-27T12:04:19.000Z A 709  0.392  0.619  0.824 -0.079  0.117  0.314  9.258  9.594  9.846 *
1495839111.000628 2017-05-27T12:04:20.000Z A 710  0.392  0.629  0.824 -0.079  0.133  0.392  9.297  9.592  9.846 *
1495839112.001021 2017-05-27T12:04:21.000Z A 699  0.431  0.629  0.863 -0.118  0.113  0.275  9.297  9.590  9.964 *
1495839113.001027 2017-05-27T12:04:22.000Z A 712  0.431  0.618  0.824 -0.196  0.125  0.392  9.258  9.580  9.807 *
1495839114.000773 2017-05-27T12:04:23.000Z A 693  0.431  0.623  0.824 -0.118  0.115  0.314  9.375  9.590  9.846 *
1495839115.001294 2017-05-27T12:04:24.000Z A 710  0.431  0.629  0.824 -0.157  0.120  0.353  9.336  9.592  9.846 *
1495839116.000862 2017-05-27T12:04:25.000Z A 711  0.431  0.627  0.824  0.000  0.115  0.314  9.375  9.588  9.846 *
1495839117.000951 2017-05-27T12:04:26.000Z A 698  0.431  0.621  0.784 -0.157  0.113  0.314  9.336  9.602  9.885 *
