G,43.329180,-71.608525,9.680426,424.540696,0,0.00
G,43.329323,-71.608718,9.694258,398.293976,316,0.01
G,43.329443,-71.608888,9.706157,396.981640,315,0.01
G,43.329543,-71.609033,9.716192,395.669304,314,0.01
G,43.329657,-71.609175,9.726796,396.981640,318,0.01
G,43.329767,-71.609313,9.738968,394.028884,318,0.01
G,43.329877,-71.609450,9.749184,394.685052,318,0.01
G,43.329992,-71.609592,9.757665,392.060380,319,0.01
G,43.330115,-71.609728,9.768564,394.356968,322,0.01
G,43.330228,-71.609867,9.779024,392.060380,319,0.01
G,43.330342,-71.609998,9.789283,389.435708,321,0.01
G,43.330460,-71.610135,9.799945,386.811036,320,0.01
G,43.330583,-71.610268,9.810749,384.842532,322,0.01
G,43.330700,-71.610403,9.822920,382.217860,320,0.01
G,43.330820,-71.610533,9.832217,380.577440,322,0.01
G,43.330947,-71.610670,9.842041,380.249356,322,0.01
G,43.331080,-71.610815,9.853329,378.937020,322,0.01
G,43.331220,-71.610965,9.868446,377.952768,323,0.01
G,43.331337,-71.611087,9.877949,376.640432,323,0.01
G,43.331480,-71.611233,9.890231,376.312348,324,0.01
G,43.331595,-71.611357,9.900322,374.671928,322,0.01
G,43.331727,-71.611495,9.911773,374.015760,323,0.01
G,43.331885,-71.611653,9.928864,372.703424,324,0.01
G,43.332027,-71.611775,9.940567,429.461956,328,0.01
G,43.332155,-71.611898,9.951511,429.461956,326,0.01
G,43.332277,-71.612028,9.962334,430.774292,323,0.01
G,43.332408,-71.612155,9.973560,428.149620,325,0.01
G,43.332528,-71.612283,9.984204,432.086628,323,0.01
G,43.332662,-71.612417,9.995711,429.133872,324,0.01
G,43.332793,-71.612548,10.006224,426.181116,324,0.01
G,43.332910,-71.612692,10.016970,371.063004,319,0.01
G,43.333057,-71.612807,10.028587,413.713924,331,0.01
G,43.333183,-71.612938,10.039486,411.745420,323,0.01
G,43.333315,-71.613057,10.050378,409.776916,327,0.01
G,43.333447,-71.613178,10.061329,405.839908,327,0.01
G,43.333568,-71.613310,10.071976,405.511824,322,0.01
G,43.333695,-71.613447,10.083111,404.527572,322,0.01
G,43.333822,-71.613575,10.093984,404.199488,324,0.01
G,43.333950,-71.613713,10.105206,402.559068,322,0.01
G,43.334063,-71.613853,10.115654,373.687676,318,0.01
G,43.334213,-71.613973,10.127573,404.527572,330,0.01
G,43.334340,-71.614093,10.138211,404.855656,326,0.01
G,43.334463,-71.614233,10.149214,404.527572,321,0.01
G,43.334595,-71.614370,10.160633,403.215236,323,0.01
G,43.334732,-71.614503,10.172212,403.215236,325,0.01
G,43.334867,-71.614635,10.183650,403.871404,325,0.01
G,43.335002,-71.614773,10.195265,404.527572,324,0.01
G,43.335137,-71.614908,10.206792,405.183740,324,0.01
G,43.335272,-71.615048,10.218466,405.511824,323,0.01
G,43.335412,-71.615192,10.230538,405.183740,324,0.01
G,43.335550,-71.615332,10.242381,406.167992,324,0.01
G,43.335692,-71.615470,10.254386,407.152244,325,0.01
G,43.335835,-71.615605,10.266360,408.136496,326,0.01
G,43.335972,-71.615748,10.278234,408.464580,323,0.01
G,43.336112,-71.615890,10.290247,408.792664,324,0.01
G,43.336252,-71.616030,10.302201,410.105000,324,0.01
G,43.336390,-71.616167,10.313954,414.370092,325,0.01
G,43.336530,-71.616303,10.325789,416.994764,325,0.01
G,43.336663,-71.616433,10.337056,420.603688,325,0.01
G,43.336798,-71.616573,10.348731,420.603688,323,0.01
G,43.336932,-71.616710,10.360261,423.884528,324,0.01
G,43.337063,-71.616845,10.371564,428.477704,324,0.01
G,43.337200,-71.616978,10.383143,431.102376,325,0.01
G,43.337337,-71.617113,10.394781,434.383216,325,0.01
G,43.337482,-71.617258,10.407162,438.320224,324,0.01
G,43.337623,-71.617405,10.448298,439.960644,323,0.01
G,43.337750,-71.617540,10.458638,441.601064,323,0.01
G,43.337850,-71.617690,10.467295,386.482952,313,0.01
G,43.337998,-71.617838,10.478910,388.123372,324,0.01
G,43.338140,-71.617957,10.489625,456.692928,329,0.01
G,43.338272,-71.618087,10.499695,455.380592,325,0.01
G,43.338413,-71.618235,10.510389,458.005264,323,0.01
G,43.338537,-71.618375,10.519732,461.942272,321,0.01
G,43.338647,-71.618510,10.527970,467.191616,319,0.01
G,43.338767,-71.618633,10.536601,461.614188,324,0.01
G,43.338892,-71.618735,10.545263,458.661432,330,0.01
G,43.339045,-71.618860,10.555706,450.131248,330,0.01
G,43.339188,-71.618977,10.565301,447.834660,330,0.01
G,43.339343,-71.619092,10.575467,444.225736,332,0.01
G,43.339510,-71.619217,10.586217,439.304476,332,0.01
G,43.339688,-71.619323,10.597395,437.992140,337,0.01
G,43.339855,-71.619443,10.607690,395.013136,333,0.01
G,43.340012,-71.619505,10.617217,396.325472,344,0.01
G,43.340173,-71.619562,10.626885,398.293976,346,0.01
G,43.340327,-71.619602,10.636078,400.590564,350,0.01
G,43.340487,-71.619633,10.645589,402.887152,352,0.01
G,43.340658,-71.619658,10.655717,404.199488,354,0.01
G,43.340825,-71.619665,10.665651,405.183740,359,0.01
G,43.340988,-71.619657,10.675419,407.480328,2,0.01
G,43.341165,-71.619650,10.685983,405.511824,1,0.01
G,43.341355,-71.619630,10.697404,405.839908,4,0.01
G,43.341503,-71.619595,10.706501,407.808412,9,0.01
G,43.341655,-71.619542,10.716070,409.776916,14,0.01
G,43.341805,-71.619485,10.725615,412.729672,15,0.01
G,43.341990,-71.619392,10.737782,413.057756,20,0.01
G,43.342143,-71.619310,10.748006,393.044632,21,0.01
G,43.342285,-71.619223,10.757750,389.435708,24,0.01
G,43.342415,-71.619130,10.766982,393.700800,27,0.01
G,43.342552,-71.619028,10.776883,392.716548,28,0.01
G,43.342690,-71.618913,10.787205,391.732296,31,0.01
G,43.342828,-71.618790,10.797817,391.404212,32,0.01
G,43.342962,-71.618667,10.808330,394.685052,33,0.01
G,43.343097,-71.618540,10.819126,398.950144,34,0.01
G,43.343233,-71.618410,10.830190,400.918648,34,0.01
G,43.343373,-71.618278,10.841684,406.824160,34,0.01
G,43.343518,-71.618150,10.853519,410.433084,32,0.01
G,43.343660,-71.618020,10.865360,412.729672,33,0.01
G,43.343800,-71.617892,10.877158,415.354344,33,0.01
G,43.343947,-71.617757,10.889694,421.587940,33,0.01
G,43.344092,-71.617622,10.902241,424.540696,34,0.01
G,43.344237,-71.617490,10.914812,428.805788,33,0.01
G,43.344382,-71.617353,10.927645,426.837284,34,0.01
G,43.344522,-71.617225,10.939967,428.149620,33,0.01
G,43.345168,-71.616610,10.947393,410.433084,34,0.05
G,43.344608,-71.617125,10.948340,409.120748,214,0.05
G,43.345253,-71.616563,10.951681,420.275604,32,0.05
G,43.344665,-71.617093,10.952618,424.868780,214,0.05
G,43.345310,-71.616480,10.954623,407.480328,34,0.05
G,43.344743,-71.616992,10.960652,411.745420,214,0.05
G,43.345453,-71.616348,10.963985,409.120748,33,0.06
G,43.344808,-71.616962,10.965131,422.572192,215,0.05
G,43.345543,-71.616313,10.970059,421.259856,32,0.06
G,43.344883,-71.616860,10.973044,412.073504,212,0.05
G,43.345597,-71.616218,10.973853,410.433084,33,0.06
G,43.344967,-71.616825,10.977994,419.291352,216,0.05
G,43.345695,-71.616190,10.980451,424.540696,32,0.06
G,43.345027,-71.616737,10.984188,411.745420,211,0.05
G,43.345748,-71.616100,10.984285,415.026260,32,0.06
G,43.345890,-71.615985,11.062527,419.291352,30,0.01
G,43.346047,-71.615865,11.075154,423.884528,29,0.01
G,43.346197,-71.615742,11.087369,423.556444,30,0.01
G,43.346348,-71.615613,11.099752,423.884528,31,0.01
G,43.346498,-71.615500,11.111712,424.540696,28,0.01
G,43.346647,-71.615392,11.123475,421.587940,27,0.01
G,43.346810,-71.615290,11.135985,424.868780,24,0.01
G,43.346970,-71.615195,11.148139,429.133872,23,0.01
G,43.347125,-71.615095,11.160044,431.102376,25,0.01
G,43.347293,-71.615005,11.172572,430.118124,21,0.01
G,43.347470,-71.614920,11.185576,431.758544,19,0.01
G,43.347637,-71.614857,11.197539,435.695552,15,0.01
G,43.347815,-71.614780,11.210460,438.648308,17,0.01
G,43.348003,-71.614710,11.223917,441.272980,15,0.01
G,43.348188,-71.614635,11.237255,437.007888,16,0.01
G,43.348385,-71.614565,11.251303,442.257232,14,0.01
G,43.348537,-71.614522,11.261986,441.929148,11,0.01
G,43.348718,-71.614452,11.274971,437.664056,15,0.01
G,43.348900,-71.614363,11.288259,438.648308,19,0.01
G,43.349103,-71.614287,11.302748,438.648308,15,0.01
G,43.349293,-71.614223,11.316207,438.648308,13,0.01
G,43.349482,-71.614118,11.330060,416.666680,21,0.01
G,43.349628,-71.614063,11.340433,413.385840,15,0.01
G,43.349798,-71.614008,11.352397,412.401588,13,0.01
G,43.349967,-71.613958,11.364233,410.761168,12,0.01
G,43.350110,-71.613922,11.374179,411.089252,10,0.01
G,43.350268,-71.613917,11.384846,429.461956,1,0.01
G,43.350442,-71.613838,11.397267,410.105000,18,0.01
G,43.350618,-71.613797,11.409468,418.963268,9,0.01
G,43.350790,-71.613768,11.421302,418.963268,6,0.01
G,43.350977,-71.613743,11.434125,421.587940,5,0.01
G,43.351150,-71.613717,11.446016,428.477704,6,0.01
G,43.351300,-71.613703,11.456276,436.679804,3,0.01
G,43.351447,-71.613733,11.466083,428.149620,352,0.01
G,43.351600,-71.613733,11.476506,426.837284,0,0.01
G,43.351768,-71.613732,11.487977,429.790040,0,0.01
G,43.351918,-71.613730,11.498240,429.790040,0,0.01
G,43.352107,-71.613742,11.511131,430.774292,358,0.01
G,43.352253,-71.613752,11.521110,430.118124,358,0.01
G,43.352410,-71.613767,11.531848,430.774292,357,0.01
G,43.352582,-71.613790,11.543619,428.477704,355,0.01
G,43.352748,-71.613815,11.555004,425.524948,354,0.01
G,43.352913,-71.613832,11.566367,422.900276,356,0.01
G,43.353080,-71.613852,11.577885,423.228360,356,0.01
G,43.353250,-71.613870,11.589638,420.603688,356,0.01
G,43.353428,-71.613890,11.601966,419.291352,356,0.01
G,43.353610,-71.613908,11.614597,417.650932,356,0.01
G,43.353783,-71.613933,11.626620,417.979016,355,0.01
G,43.353962,-71.613960,11.639083,417.650932,354,0.01
G,43.354138,-71.613982,11.651360,416.010512,355,0.01
G,43.354318,-71.614013,11.663939,415.354344,353,0.01
G,43.354498,-71.614038,11.676538,416.994764,355,0.01
G,43.354677,-71.614058,11.689081,418.307100,356,0.01
G,43.354857,-71.614083,11.701716,417.979016,355,0.01
G,43.355032,-71.614112,11.714025,418.635184,354,0.01
G,43.355205,-71.614138,11.726205,418.963268,354,0.01
G,43.355377,-71.614162,11.738326,422.244108,355,0.01
G,43.355552,-71.614187,11.750675,424.212612,355,0.01
G,43.355737,-71.614212,11.763740,423.228360,355,0.01
G,43.355918,-71.614238,11.776540,422.572192,355,0.01
G,43.356090,-71.614225,11.788593,437.664056,3,0.01
G,43.356250,-71.614255,11.799948,441.929148,353,0.01
G,43.356438,-71.614275,11.813245,441.272980,356,0.01
G,43.356583,-71.614283,11.823475,439.632560,358,0.01
G,43.356768,-71.614313,11.836619,442.913400,354,0.01
G,43.356958,-71.614345,11.850137,448.162744,354,0.01
G,43.357150,-71.614367,11.863757,452.755920,356,0.01
G,43.357333,-71.614400,11.876811,459.317600,353,0.01
G,43.357508,-71.614443,11.889371,416.338596,350,0.01
G,43.357683,-71.614467,11.901835,418.635184,355,0.01
G,43.357858,-71.614487,11.914279,422.572192,356,0.01
G,43.358037,-71.614508,11.937198,423.228360,356,0.01
G,43.358217,-71.614533,11.949577,422.572192,355,0.01
G,43.358387,-71.614573,11.961449,503.280856,351,0.01
G,43.358535,-71.614612,11.971831,510.826788,350,0.01
G,43.358683,-71.614647,11.982167,517.716552,351,0.01
G,43.358813,-71.614740,11.991798,575.459336,333,0.01
G,43.359095,-71.614728,12.003176,426.509200,1,0.02
G,43.359265,-71.614782,12.015334,429.133872,347,0.01
G,43.359432,-71.614837,12.027399,430.774292,347,0.01
G,43.359597,-71.614903,12.039458,431.758544,344,0.01
G,43.359773,-71.614978,12.052395,430.774292,343,0.01
G,43.359937,-71.615062,12.064646,432.086628,340,0.01
G,43.360062,-71.615282,12.076524,627.296608,309,0.01
G,43.360207,-71.615360,12.087471,628.937028,339,0.01
G,43.360352,-71.615450,12.098636,625.328104,336,0.01
G,43.360493,-71.615542,12.109574,625.656188,335,0.01
G,43.360633,-71.615632,12.120409,628.280860,335,0.01
G,43.360773,-71.615723,12.131260,628.937028,335,0.01
G,43.360900,-71.615625,12.137919,443.241484,29,0.01
G,43.361060,-71.615728,12.150271,444.553820,335,0.01
G,43.361215,-71.615825,12.162193,446.194240,336,0.01
G,43.361375,-71.615925,12.174498,448.162744,336,0.01
G,43.361498,-71.616173,12.186994,605.314980,305,0.02
G,43.361643,-71.616265,12.198163,598.753300,336,0.01
G,43.361787,-71.616352,12.209169,596.128628,337,0.01
G,43.361922,-71.616445,12.219690,599.737552,334,0.01
G,43.362070,-71.616523,12.230784,596.128628,340,0.01
G,43.362203,-71.616443,12.238137,450.131248,23,0.01
G,43.362368,-71.616552,12.250900,446.522324,335,0.01
G,43.362528,-71.616652,12.263173,444.225736,336,0.01
G,43.362668,-71.616757,12.274201,449.146996,332,0.01
G,43.362802,-71.616923,12.285857,567.913404,318,0.01
G,43.362933,-71.617008,12.295928,567.913404,335,0.01
G,43.363067,-71.617093,12.306189,566.272984,336,0.01
G,43.363208,-71.617180,12.316936,557.414716,336,0.01
G,43.363352,-71.617265,12.327838,548.884532,337,0.01
G,43.363490,-71.617348,12.338303,541.994768,337,0.01
G,43.363632,-71.617432,12.349039,532.808416,337,0.01
G,43.363772,-71.617520,12.359696,522.637812,336,0.01
G,43.363917,-71.617595,12.370471,508.858284,340,0.01
G,43.364053,-71.617677,12.380748,501.640436,337,0.01
G,43.364195,-71.617755,12.391352,489.173244,339,0.01
G,43.364330,-71.617838,12.401555,480.314976,336,0.01
G,43.364463,-71.617917,12.411553,468.175868,337,0.01
G,43.364658,-71.618043,12.426330,451.115500,335,0.01
G,43.364815,-71.618143,12.438178,453.084004,336,0.01
G,43.365035,-71.618258,12.454405,453.740172,340,0.02
G,43.365177,-71.618392,12.465621,445.209988,326,0.01
G,43.365323,-71.618485,12.476538,442.585316,336,0.01
G,43.365477,-71.618582,12.488004,442.585316,336,0.01
G,43.365638,-71.618682,12.503755,442.913400,336,0.01
G,43.365805,-71.618778,12.515384,442.585316,338,0.01
G,43.365968,-71.618868,12.526682,443.241484,339,0.01
G,43.366210,-71.618970,12.543371,445.209988,343,0.02
G,43.366365,-71.619042,12.554019,444.881904,342,0.01
G,43.366532,-71.619115,12.565453,445.209988,343,0.01
G,43.366705,-71.619187,12.577258,444.881904,344,0.01
G,43.366847,-71.619240,12.586925,445.209988,345,0.01
G,43.366990,-71.619290,12.596640,444.881904,346,0.01
G,43.367137,-71.619337,12.606611,445.538072,347,0.01
G,43.367282,-71.619378,12.616437,445.538072,349,0.01
G,43.367428,-71.619417,12.626315,445.538072,350,0.01
G,43.367578,-71.619452,12.636458,445.538072,351,0.01
G,43.367728,-71.619485,12.646585,446.194240,351,0.01
G,43.367878,-71.619513,12.656713,446.522324,353,0.01
G,43.368032,-71.619540,12.667095,447.178492,353,0.01
G,43.368195,-71.619562,12.678097,448.162744,355,0.01
G,43.368358,-71.619577,12.689121,448.490828,357,0.01
G,43.368512,-71.619585,12.699560,448.490828,358,0.01
G,43.368660,-71.619592,12.709581,448.818912,359,0.01
G,43.368807,-71.619593,12.719565,449.475080,0,0.01
G,43.368953,-71.619592,12.729483,449.475080,0,0.01
G,43.369103,-71.619587,12.739693,449.475080,1,0.01
G,43.369258,-71.619578,12.750263,450.131248,2,0.01
G,43.369410,-71.619563,12.760675,450.787416,4,0.01
G,43.369562,-71.619548,12.771072,452.099752,4,0.01
G,43.369717,-71.619537,12.781600,454.068256,2,0.01
G,43.369868,-71.619520,12.791895,456.364844,4,0.01
G,43.370028,-71.619493,12.802874,457.677180,6,0.01
G,43.370170,-71.619430,12.813176,470.800540,17,0.01
G,43.370343,-71.619422,12.823778,460.629936,1,0.01
G,43.370497,-71.619345,12.839230,468.503952,19,0.01
G,43.370653,-71.619297,12.849738,467.847784,12,0.01
G,43.370810,-71.619247,12.860401,466.535448,13,0.01
