
#v3
2017-10-06T13:53:26.000Z G  43.329218 -71.608590 400.262480 0.00 0 54 *
2017-10-06T13:53:29.000Z A 1  0.000  1.569  1.569  0.000  1.647  1.647  0.000  8.434  8.434 *
2017-10-06T14:52:51.000Z A 842 -0.118  0.099  0.275 -0.079  0.147  0.314  9.258  9.550  9.807 *
2017-10-06T14:52:52.000Z A 844 -0.118  0.087  0.196 -0.079  0.139  0.353  9.179  9.557  9.807 *
2017-10-06T14:52:53.000Z A 826 -0.079  0.096  0.314 -0.039  0.137  0.353  9.297  9.560  9.846 *
2017-10-06T14:52:54.000Z A 848 -0.039  0.096  0.275  0.000  0.154  0.353  9.258  9.555  9.846 *
2017-10-06T14:52:55.000Z A 817 -0.039  0.095  0.275 -0.039  0.145  0.314  9.297  9.555  9.767 *
2017-10-06T14:52:56.000Z A 816 -0.079  0.108  0.275 -0.079  0.170  0.353  9.297  9.540  9.846 *
2017-10-06T14:52:57.000Z A 845 -0.079  0.098  0.275 -0.079  0.153  0.392  9.297  9.552  9.728 *
2017-10-06T14:52:58.000Z A 827 -0.039  0.093  0.275 -0.079  0.148  0.353  9.218  9.554  9.924 *
2017-10-06T14:52:59.000Z A 844 -0.079  0.090  0.275 -0.039  0.146  0.353  9.297  9.552  9.807 *
2017-10-06T14:53:00.000Z A 819 -0.118  0.096  0.314  0.000  0.147  0.314  9.297  9.552  9.807 *
2017-10-06T14:53:01.000Z A 843 -0.039  0.098  0.314 -0.039  0.142  0.353  9.258  9.552  9.767 *
2017-10-06T14:53:02.000Z A 843 -0.039  0.098  0.275 -0.039  0.143  0.353  9.297  9.543  9.846 *
2017-10-06T14:53:03.000Z A 828 -0.079  0.093  0.275 -0.118  0.142  0.314  9.258  9.564  9.807 *
2017-10-06T14:53:04.000Z A 845 -0.157  0.090  0.314 -0.157  0.140  0.314  9.258  9.538  9.728 *
2017-10-06T14:53:05.000Z A 819 -0.079  0.099  0.235 -0.039  0.143  0.353  9.179  9.552  9.767 *
2017-10-06T14:53:06.000Z A 844 -0.118  0.102  0.235 -0.079  0.147  0.353  9.297  9.559  9.767 *
2017-10-06T14:53:07.000Z A 845 -0.118  0.097  0.275  0.000  0.147  0.314  9.179  9.547  9.807 *
2017-10-06T14:53:08.000Z A 824 -0.079  0.092  0.275  0.000  0.147  0.314  9.218  9.554  9.846 *
2017-10-06T14:53:09.000Z A 846 -0.079  0.098  0.235 -0.039  0.144  0.392  9.297  9.553  9.767 *
2017-10-06T14:53:10.000Z A 824 -0.039  0.101  0.275 -0.039  0.140  0.353  9.297  9.539  9.846 *
2017-10-06T14:53:11.000Z A 821 -0.118  0.088  0.314 -0.079  0.154  0.314  9.297  9.541  9.885 *
2017-10-06T14:53:12.000Z A 843 -0.079  0.098  0.235 -0.079  0.143  0.275  9.258  9.553  9.767 *
2017-10-06T14:53:14.000Z A 823 -0.079  0.099  0.314 -0.039  0.143  0.275  9.297  9.545  9.846 *
2017-10-06T14:53:15.000Z A 843 -0.118  0.094  0.275  0.000  0.142  0.353  9.297  9.553  9.728 *
2017-10-06T14:53:15.000Z A 827 -0.118  0.094  0.314 -0.079  0.138  0.353  9.258  9.552  9.767 *
2017-10-06T14:53:16.000Z A 842 -0.079  0.102  0.275  0.000  0.141  0.353  9.297  9.561  9.846 *
2017-10-06T14:53:17.000Z A 842 -0.118  0.094  0.314  0.000  0.147  0.353  9.218  9.551  9.807 *
2017-10-06T14:53:18.000Z A 833 -0.079  0.091  0.235  0.000  0.146  0.392  9.218  9.551  9.924 *
2017-10-06T14:53:19.000Z G  43.366055 -71.618915 441.929148 0.00 0 337 *
2017-10-06T14:53:19.000Z A 843 -0.039  0.092  0.235 -0.079  0.145  0.314  9.218  9.552  9.807 *
2017-10-06T14:53:20.000Z A 819 -0.118  0.094  0.275 -0.118  0.140  0.353  9.258  9.558  9.964 *
2017-10-06T14:53:22.000Z A 841 -0.079  0.093  0.275 -0.039  0.142  0.314  9.336  9.550  9.767 *
2017-10-06T14:53:22.000Z A 850 -0.118  0.088  0.314 -0.039  0.138  0.314  9.258  9.556  9.846 *
2017-10-06T14:53:24.000Z A 818 -0.118  0.096  0.275 -0.039  0.149  0.314  9.336  9.558  9.767 *
2017-10-06T14:53:24.000Z A 852 -0.079  0.091  0.275  0.000  0.147  0.275  9.297  9.547  9.807 *
2017-10-06T14:53:26.000Z A 808 -0.079  0.095  0.314 -0.039  0.146  0.314  9.297  9.551  9.924 *
2017-10-06T14:53:27.000Z A 846 -0.079  0.095  0.235  0.000  0.139  0.392  9.258  9.552  9.885 *
2017-10-06T14:53:27.000Z A 830 -0.079  0.103  0.353 -0.118  0.147  0.353  9.297  9.550  9.767 *
2017-10-06T14:53:28.000Z A 827 -0.275  0.108  0.314 -0.079  0.153  0.392  9.297  9.552  9.846 *
2017-10-06T14:53:29.000Z A 845 -0.079  0.095  0.353  0.000  0.148  0.353  9.218  9.538  9.767 *
2017-10-06T14:53:30.000Z A 823 -0.079  0.093  0.235 -0.039  0.132  0.275  9.258  9.566  9.885 *
2017-10-06T14:53:31.000Z A 841 -0.079  0.094  0.275 -0.039  0.143  0.314  9.258  9.554  9.846 *
2017-10-06T14:53:32.000Z A 846 -0.079  0.092  0.275  0.000  0.152  0.431  9.218  9.559  9.924 *
2017-10-06T14:53:34.000Z A 819 -0.079  0.101  0.275 -0.039  0.148  0.353  9.179  9.556  9.924 *
2017-10-06T14:53:35.000Z A 844 -0.039  0.102  0.314 -0.039  0.137  0.314  9.336  9.563  9.885 *
2017-10-06T14:53:36.000Z A 824 -0.039  0.091  0.235  0.000  0.141  0.314  9.179  9.554  9.767 *
2017-10-06T14:53:36.000Z A 850 -0.079  0.093  0.275  0.000  0.149  0.353  9.218  9.555  9.807 *
2017-10-06T14:53:37.000Z A 844 -0.039  0.094  0.314 -0.039  0.148  0.392  9.179  9.551  9.807 *
2017-10-06T14:53:38.000Z A 802 -0.118  0.106  0.392 -0.039  0.161  0.392  9.258  9.556  9.807 *
2017-10-06T14:53:39.000Z A 845 -0.039  0.099  0.275 -0.039  0.139  0.353  9.297  9.561  9.767 *
2017-10-06T14:53:40.000Z A 821 -0.039  0.097  0.314  0.000  0.147  0.314  9.258  9.548  9.767 *
2017-10-06T14:53:41.000Z A 838 -0.118  0.103  0.314 -0.039  0.147  0.353  9.297  9.556  9.767 *
2017-10-06T14:53:42.000Z A 842 -0.079  0.093  0.314 -0.039  0.140  0.353  9.297  9.556  9.807 *
2017-10-06T14:53:43.000Z A 830 -0.079  0.089  0.275 -0.079  0.138  0.314  9.336  9.569  9.807 *
2017-10-06T14:53:45.000Z A 835 -0.039  0.097  0.314 -0.039  0.145  0.392  9.297  9.564  9.807 *
2017-10-06T14:53:46.000Z A 827 -0.157  0.097  0.353 -0.118  0.135  0.314  9.258  9.544  9.728 *
2017-10-06T14:53:47.000Z A 837 -0.079  0.094  0.275  0.000  0.144  0.353  9.218  9.553  9.767 *
2017-10-06T14:53:47.000Z A 851 -0.079  0.099  0.235  0.000  0.150  0.353  9.218  9.553  9.807 *
2017-10-06T14:53:48.000Z A 828 -0.079  0.090  0.275 -0.079  0.143  0.314  9.258  9.556  9.846 *
2017-10-06T14:53:49.000Z A 842 -0.079  0.090  0.235 -0.079  0.146  0.353  9.258  9.565  9.767 *
2017-10-06T14:53:50.000Z A 824 -0.039  0.102  0.235  0.000  0.144  0.431  9.258  9.550  9.728 *
2017-10-06T14:53:51.000Z A 841 -0.118  0.097  0.314 -0.079  0.137  0.353  9.336  9.567  9.767 *
2017-10-06T14:53:52.000Z A 822 -0.079  0.098  0.275 -0.039  0.144  0.353  9.258  9.548  9.807 *
2017-10-06T14:53:53.000Z A 826 -0.039  0.098  0.275  0.000  0.148  0.392  9.297  9.541  9.728 *
2017-10-06T14:53:54.000Z A 843 -0.079  0.091  0.314 -0.118  0.140  0.314  9.258  9.547  9.846 *
2017-10-06T14:53:56.000Z A 813 -0.118  0.096  0.275  0.000  0.138  0.392  9.336  9.558  9.885 *
2017-10-06T14:53:57.000Z A 845 -0.157  0.102  0.275 -0.039  0.148  0.314  9.258  9.557  9.807 *
2017-10-06T14:53:57.000Z A 850 -0.079  0.086  0.235 -0.039  0.144  0.314  9.258  9.557  9.767 *
2017-10-06T14:53:59.000Z A 821 -0.079  0.092  0.235 -0.039  0.144  0.314  9.336  9.554  9.924 *
2017-10-06T14:53:59.000Z A 849 -0.118  0.086  0.235 -0.039  0.152  0.353  9.297  9.561  9.964 *
2017-10-06T14:54:00.000Z A 824 -0.079  0.092  0.235 -0.039  0.135  0.314  9.297  9.556  9.846 *
2017-10-06T14:54:01.000Z A 840 -0.157  0.093  0.275 -0.039  0.151  0.314  9.218  9.553  9.807 *
2017-10-06T14:54:02.000Z A 845 -0.079  0.099  0.275  0.000  0.145  0.392  9.258  9.559  9.767 *
2017-10-06T14:54:04.000Z A 819 -0.118  0.099  0.314 -0.039  0.136  0.353  9.179  9.543  9.924 *
2017-10-06T14:54:04.000Z A 849 -0.079  0.094  0.275 -0.079  0.148  0.353  9.297  9.546  9.846 *
2017-10-06T14:54:05.000Z A 823 -0.079  0.100  0.235 -0.079  0.145  0.314  9.258  9.553  9.767 *
2017-10-06T14:54:06.000Z A 820 -0.039  0.099  0.353  0.000  0.156  0.471  9.297  9.561  9.807 *
2017-10-06T14:54:07.000Z A 845 -0.079  0.092  0.235 -0.079  0.140  0.392  9.297  9.546  10.003 *
2017-10-06T14:54:08.000Z A 820 -0.079  0.089  0.235 -0.079  0.134  0.353  9.297  9.545  9.807 *
2017-10-06T14:54:10.000Z A 836 -0.079  0.111  0.392 -0.079  0.148  0.353  9.258  9.563  9.964 *
2017-10-06T14:54:10.000Z A 828 -0.079  0.107  0.353 -0.039  0.145  0.353  9.061  9.550  9.807 *
2017-10-06T14:54:11.000Z A 839 -0.157  0.092  0.392 -0.079  0.148  0.392  9.297  9.556  9.807 *
2017-10-06T14:54:12.000Z A 844 -0.118  0.091  0.314 -0.039  0.144  0.392  9.336  9.570  9.846 *
2017-10-06T14:54:13.000Z A 825 -0.079  0.100  0.275  0.000  0.146  0.353  9.336  9.550  9.846 *
2017-10-06T14:54:14.000Z A 845 -0.079  0.111  0.314 -0.196  0.145  0.392  9.218  9.567  9.885 *
2017-10-06T14:54:16.000Z A 810 -0.118  0.093  0.275 -0.079  0.147  0.392  9.297  9.555  9.728 *
2017-10-06T14:54:17.000Z A 847 -0.079  0.096  0.235 -0.118  0.144  0.353  9.179  9.566  9.846 *
2017-10-06T14:54:17.000Z A 851 -0.118  0.096  0.314 -0.039  0.151  0.392  9.258  9.548  9.767 *
2017-10-06T14:54:19.000Z G  43.366055 -71.618915 442.257232 0.00 0 337 *
2017-10-06T14:54:19.000Z A 824 -0.079  0.084  0.235 -0.039  0.145  0.314  9.258  9.542  9.846 *
2017-10-06T14:54:20.000Z A 829 -0.079  0.094  0.275 -0.039  0.151  0.353  9.258  9.533  9.728 *
2017-10-06T14:54:21.000Z A 824 -0.079  0.107  0.353 -0.039  0.154  0.353  9.297  9.552  10.003 *
2017-10-06T14:54:22.000Z A 840 -0.157  0.086  0.314 -0.039  0.146  0.431  9.258  9.543  9.767 *
2017-10-06T14:54:22.000Z A 852 -0.079  0.087  0.275 -0.039  0.149  0.314  9.297  9.555  9.728 *
2017-10-06T14:54:24.000Z A 824 -0.039  0.099  0.275 -0.079  0.146  0.392  9.218  9.541  9.767 *
2017-10-06T14:54:25.000Z A 846 -0.039  0.098  0.353  0.000  0.142  0.314  9.297  9.554  9.807 *
2017-10-06T14:54:26.000Z A 821 -0.079  0.095  0.353  0.000  0.151  0.392  9.336  9.549  9.846 *
2017-10-06T14:54:27.000Z A 845 -0.118  0.090  0.275  0.000  0.136  0.275  9.258  9.552  9.807 *
2017-10-06T14:54:27.000Z A 845 -0.118  0.095  0.314 -0.079  0.129  0.314  9.297  9.551  9.807 *
2017-10-06T14:54:29.000Z A 821 -0.157  0.101  0.275 -0.079  0.148  0.353  9.297  9.545  9.807 *
2017-10-06T14:54:30.000Z A 847 -0.079  0.092  0.275  0.000  0.142  0.314  9.297  9.560  9.807 *
2017-10-06T14:54:31.000Z A 821 -0.118  0.088  0.275 -0.039  0.144  0.353  9.258  9.552  9.807 *
2017-10-06T14:54:31.000Z A 853 -0.079  0.092  0.275 -0.039  0.142  0.353  9.297  9.543  9.767 *
2017-10-06T14:54:32.000Z A 821 -0.118  0.103  0.392 -0.118  0.139  0.353  9.297  9.554  9.846 *
2017-10-06T14:54:34.000Z A 828 -0.079  0.100  0.314 -0.039  0.141  0.314  9.297  9.542  9.846 *
2017-10-06T14:54:35.000Z A 849 -0.039  0.093  0.275 -0.039  0.154  0.353  9.336  9.553  9.807 *
2017-10-06T14:54:35.000Z A 824 -0.118  0.095  0.314 -0.039  0.135  0.275  9.218  9.558  9.767 *
2017-10-06T14:54:36.000Z A 842 -0.079  0.087  0.275 -0.079  0.148  0.353  9.258  9.549  9.767 *
2017-10-06T14:54:37.000Z A 841 -0.196  0.089  0.353 -0.039  0.149  0.353  9.336  9.562  9.767 *
2017-10-06T14:54:39.000Z A 822 -0.079  0.087  0.353 -0.039  0.149  0.353  9.336  9.546  9.807 *
2017-10-06T14:54:40.000Z A 846 -0.079  0.092  0.314 -0.039  0.149  0.314  9.297  9.545  9.767 *
2017-10-06T14:54:41.000Z A 820 -0.118  0.102  0.353  0.000  0.141  0.314  9.218  9.535  9.728 *
2017-10-06T14:54:42.000Z A 848 -0.079  0.084  0.235 -0.039  0.142  0.314  9.218  9.551  9.846 *
2017-10-06T14:54:42.000Z A 848 -0.079  0.097  0.275 -0.039  0.149  0.314  9.218  9.552  9.846 *
2017-10-06T14:54:44.000Z A 819 -0.157  0.084  0.275 -0.039  0.142  0.353  9.218  9.564  9.924 *
2017-10-06T14:54:45.000Z A 845 -0.157  0.089  0.275 -0.039  0.134  0.314  9.297  9.539  9.846 *
2017-10-06T14:54:46.000Z A 824 -0.079  0.091  0.314 -0.079  0.147  0.353  9.140  9.549  9.767 *
2017-10-06T14:54:47.000Z A 823 -0.157  0.092  0.275 -0.079  0.140  0.314  9.336  9.558  9.807 *
2017-10-06T14:54:47.000Z A 850 -0.079  0.092  0.235  0.000  0.146  0.314  9.218  9.549  9.807 *
2017-10-06T14:54:49.000Z A 816 -0.079  0.098  0.275 -0.079  0.146  0.353  9.336  9.544  9.807 *
2017-10-06T14:54:50.000Z A 845 -0.118  0.102  0.275 -0.118  0.137  0.353  9.297  9.565  9.846 *
2017-10-06T14:54:51.000Z A 822 -0.079  0.090  0.235 -0.039  0.143  0.392  9.336  9.543  9.728 *
2017-10-06T14:54:51.000Z A 850 -0.079  0.112  0.314 -0.157  0.161  0.588  9.297  9.549  9.807 *
2017-10-06T14:54:52.000Z A 846 -0.157  0.105  0.314 -0.039  0.151  0.471  9.179  9.552  9.846 *
2017-10-06T14:54:54.000Z A 819 -0.079  0.097  0.275 -0.039  0.146  0.471  9.297  9.546  9.767 *
2017-10-06T14:54:54.000Z A 851 -0.079  0.094  0.275 -0.039  0.141  0.353  9.336  9.560  9.807 *
2017-10-06T14:54:56.000Z A 815 -0.118  0.090  0.314 -0.079  0.143  0.314  9.258  9.547  9.807 *
2017-10-06T14:54:57.000Z A 845 -0.118  0.104  0.314 -0.039  0.144  0.314  9.336  9.556  9.885 *
2017-10-06T14:54:57.000Z A 850 -0.079  0.093  0.275 -0.039  0.145  0.353  9.297  9.547  9.767 *
2017-10-06T14:54:59.000Z A 825 -0.039  0.097  0.314 -0.039  0.139  0.275  9.297  9.547  9.846 *
2017-10-06T14:55:00.000Z A 844 -0.079  0.089  0.275  0.000  0.141  0.353  9.218  9.549  9.846 *
2017-10-06T14:55:01.000Z A 819 -0.157  0.095  0.275 -0.039  0.144  0.392  9.258  9.545  9.728 *
2017-10-06T14:55:02.000Z A 825 -0.039  0.101  0.235 -0.118  0.145  0.392  9.258  9.556  9.807 *
2017-10-06T14:55:02.000Z A 847 -0.079  0.101  0.353 -0.079  0.152  0.353  9.179  9.556  9.767 *
2017-10-06T14:55:04.000Z A 823 -0.039  0.091  0.314 -0.039  0.135  0.314  9.218  9.548  9.807 *
2017-10-06T14:55:05.000Z A 848 -0.079  0.099  0.314  0.000  0.146  0.549  9.258  9.560  9.846 *
2017-10-06T14:55:06.000Z A 821 -0.079  0.088  0.235  0.000  0.145  0.353  9.297  9.546  9.728 *
2017-10-06T14:55:07.000Z A 837 -0.079  0.095  0.275 -0.118  0.142  0.314  9.218  9.558  9.846 *
2017-10-06T14:55:07.000Z A 851 -0.118  0.092  0.275 -0.039  0.144  0.353  9.336  9.546  9.846 *
2017-10-06T14:55:09.000Z A 822 -0.079  0.095  0.235 -0.079  0.141  0.353  9.179  9.538  9.885 *
2017-10-06T14:55:10.000Z A 843 -0.079  0.096  0.353 -0.039  0.143  0.314  9.336  9.555  9.807 *
2017-10-06T14:55:11.000Z A 817 -0.039  0.097  0.314 -0.039  0.142  0.353  9.375  9.560  9.807 *
2017-10-06T14:55:12.000Z A 846 -0.079  0.096  0.314 -0.118  0.137  0.353  9.336  9.561  9.807 *
2017-10-06T14:55:12.000Z A 850 -0.039  0.101  0.235  0.000  0.148  0.314  9.258  9.559  9.846 *
2017-10-06T14:55:14.000Z A 818 -0.157  0.094  0.314 -0.157  0.143  0.314  9.258  9.553  9.767 *
2017-10-06T14:55:15.000Z A 844 -0.118  0.094  0.353 -0.039  0.151  0.431  9.297  9.558  9.846 *
2017-10-06T14:55:16.000Z A 825 -0.039  0.088  0.314 -0.079  0.140  0.353  9.218  9.550  9.807 *
2017-10-06T14:55:17.000Z A 828 -0.039  0.092  0.314 -0.118  0.143  0.353  9.258  9.556  9.807 *
2017-10-06T14:55:17.000Z A 851 -0.079  0.090  0.235 -0.079  0.153  0.353  9.140  9.540  9.807 *
2017-10-06T14:55:19.000Z G  43.366055 -71.618915 442.257232 0.00 0 337 *
2017-10-06T14:55:19.000Z A 815 -0.039  0.101  0.235 -0.118  0.152  0.471  9.179  9.547  9.846 *
2017-10-06T14:55:20.000Z A 848 -0.079  0.091  0.275 -0.039  0.140  0.314  9.336  9.550  9.846 *
2017-10-06T14:55:21.000Z A 819 -0.079  0.106  0.392 -0.039  0.146  0.353  9.258  9.553  9.885 *
2017-10-06T14:55:22.000Z A 846 -0.118  0.091  0.275  0.000  0.151  0.392  9.218  9.537  9.767 *
2017-10-06T14:55:22.000Z A 844 -0.118  0.101  0.314  0.000  0.145  0.392  9.297  9.542  9.767 *
2017-10-06T14:55:24.000Z A 824 -0.079  0.098  0.275 -0.079  0.141  0.314  9.297  9.548  9.846 *
2017-10-06T14:55:25.000Z A 846 -0.118  0.095  0.275  0.000  0.144  0.392  9.258  9.548  9.767 *
2017-10-06T14:55:26.000Z A 820 -0.079  0.088  0.235  0.000  0.147  0.314  9.297  9.551  9.767 *
2017-10-06T14:55:27.000Z A 844 -0.157  0.091  0.275 -0.039  0.150  0.392  9.258  9.548  9.807 *
2017-10-06T14:55:27.000Z A 850 -0.079  0.100  0.314  0.000  0.149  0.353  9.218  9.555  9.767 *
2017-10-06T14:55:29.000Z A 822 -0.079  0.092  0.275  0.000  0.142  0.353  9.297  9.559  9.885 *
2017-10-06T14:55:30.000Z A 826 -0.079  0.100  0.353 -0.079  0.138  0.353  9.297  9.555  9.807 *
2017-10-06T14:55:31.000Z A 823 -0.079  0.093  0.314 -0.039  0.145  0.353  9.297  9.556  9.767 *
2017-10-06T14:55:32.000Z A 846 -0.039  0.104  0.314 -0.039  0.135  0.353  9.140  9.539  9.767 *
2017-10-06T14:55:32.000Z A 848 -0.079  0.102  0.314  0.000  0.139  0.353  9.336  9.548  9.885 *
2017-10-06T14:55:34.000Z A 820 -0.118  0.113  0.353 -0.079  0.158  0.353  9.258  9.555  9.807 *
2017-10-06T14:55:35.000Z A 845 -0.079  0.101  0.275 -0.235  0.152  0.314  9.258  9.550  9.807 *
2017-10-06T14:55:36.000Z A 821 -0.079  0.098  0.275 -0.039  0.139  0.314  9.258  9.555  9.767 *
2017-10-06T14:55:37.000Z A 846 -0.039  0.094  0.275 -0.039  0.148  0.353  9.336  9.552  9.846 *
2017-10-06T14:55:37.000Z A 841 -0.079  0.096  0.314  0.000  0.145  0.353  9.258  9.562  9.885 *
2017-10-06T14:55:39.000Z A 826 -0.118  0.106  0.275  0.000  0.153  0.353  9.140  9.547  9.846 *
2017-10-06T14:55:40.000Z A 846 -0.039  0.100  0.353 -0.079  0.145  0.353  9.336  9.555  9.846 *
2017-10-06T14:55:41.000Z A 817 -0.039  0.096  0.275 -0.079  0.140  0.353  9.375  9.553  9.846 *
2017-10-06T14:55:42.000Z A 846 -0.079  0.089  0.275 -0.079  0.138  0.314  9.297  9.545  9.846 *
2017-10-06T14:55:42.000Z A 849 -0.118  0.093  0.275 -0.039  0.150  0.353  9.258  9.551  9.807 *
2017-10-06T14:55:44.000Z A 808 -0.118  0.101  0.314 -0.118  0.148  0.353  9.297  9.546  9.807 *
2017-10-06T14:55:45.000Z A 843 -0.079  0.101  0.314  0.000  0.162  0.353  9.179  9.547  9.807 *
2017-10-06T14:55:46.000Z A 820 -0.157  0.090  0.235 -0.118  0.144  0.353  9.258  9.554  9.924 *
2017-10-06T14:55:47.000Z A 843 -0.039  0.089  0.235  0.000  0.140  0.314  9.297  9.542  9.807 *
2017-10-06T14:55:47.000Z A 848 -0.079  0.097  0.275 -0.079  0.131  0.314  9.297  9.555  9.885 *
2017-10-06T14:55:49.000Z A 817 -0.118  0.091  0.275 -0.039  0.145  0.314  9.258  9.544  9.728 *
2017-10-06T14:55:50.000Z A 845 -0.157  0.092  0.275 -0.039  0.140  0.353  9.218  9.541  9.767 *
2017-10-06T14:55:51.000Z A 824 -0.157  0.094  0.275 -0.039  0.137  0.314  9.218  9.557  9.807 *
2017-10-06T14:55:52.000Z A 846 -0.079  0.099  0.314 -0.079  0.140  0.314  9.297  9.543  9.767 *
2017-10-06T14:55:52.000Z A 845 -0.039  0.087  0.275  0.000  0.154  0.392  9.258  9.560  9.807 *
2017-10-06T14:55:54.000Z A 827 -0.079  0.089  0.275 -0.039  0.146  0.353  9.258  9.557  9.885 *
2017-10-06T14:55:55.000Z A 843 -0.039  0.095  0.235 -0.079  0.139  0.353  9.297  9.544  9.767 *
2017-10-06T14:55:56.000Z A 819 -0.118  0.087  0.275  0.000  0.135  0.314  9.258  9.559  9.846 *
2017-10-06T14:55:57.000Z A 821 -0.079  0.092  0.314 -0.039  0.138  0.392  9.336  9.541  9.807 *
2017-10-06T14:55:57.000Z A 837 -0.079  0.095  0.353  0.000  0.149  0.314  9.336  9.558  9.846 *
2017-10-06T14:55:59.000Z A 829 -0.157  0.090  0.275 -0.039  0.137  0.353  9.179  9.546  9.807 *
2017-10-06T14:56:00.000Z A 845 -0.039  0.096  0.275 -0.039  0.143  0.314  9.218  9.550  9.885 *
2017-10-06T14:56:01.000Z A 816 -0.039  0.096  0.314 -0.039  0.140  0.392  9.258  9.548  9.846 *
2017-10-06T14:56:02.000Z A 845 -0.118  0.098  0.235  0.000  0.149  0.431  9.297  9.550  9.807 *
2017-10-06T14:56:02.000Z A 847 -0.039  0.092  0.235 -0.039  0.133  0.314  9.258  9.560  9.767 *
2017-10-06T14:56:04.000Z A 822 -0.079  0.097  0.275 -0.079  0.147  0.353  9.258  9.551  9.767 *
2017-10-06T14:56:05.000Z A 845 -0.079  0.091  0.275  0.000  0.145  0.392  9.336  9.545  9.807 *
2017-10-06T14:56:06.000Z A 822 -0.079  0.088  0.275 -0.039  0.146  0.314  9.336  9.545  9.807 *
2017-10-06T14:56:07.000Z A 846 -0.079  0.096  0.314  0.000  0.146  0.392  9.218  9.549  9.807 *
2017-10-06T14:56:07.000Z A 846 -0.118  0.098  0.314  0.000  0.150  0.392  9.336  9.555  9.807 *
2017-10-06T14:56:09.000Z A 817 -0.079  0.092  0.314 -0.118  0.138  0.353  9.297  9.552  9.807 *
2017-10-06T14:56:10.000Z A 825 -0.039  0.090  0.314 -0.039  0.138  0.275  9.297  9.566  9.767 *
2017-10-06T14:56:11.000Z A 818 -0.079  0.092  0.275  0.000  0.153  0.275  9.297  9.556  9.807 *
2017-10-06T14:56:12.000Z A 841 -0.157  0.093  0.235 -0.079  0.141  0.353  9.297  9.545  9.767 *
2017-10-06T14:56:12.000Z A 851 -0.079  0.100  0.275  0.000  0.142  0.431  9.297  9.552  9.767 *
2017-10-06T14:56:14.000Z A 821 -0.039  0.091  0.235 -0.118  0.148  0.314  9.336  9.559  9.807 *
2017-10-06T14:56:15.000Z A 844 -0.079  0.087  0.235  0.000  0.144  0.314  9.375  9.555  9.924 *
2017-10-06T14:56:16.000Z A 821 -0.079  0.113  0.314 -0.157  0.149  0.353  9.297  9.548  9.924 *
2017-10-06T14:56:17.000Z A 845 -0.039  0.100  0.314 -0.039  0.153  0.431  9.061  9.560  9.846 *
2017-10-06T14:56:17.000Z A 842 -0.235  0.087  0.235  0.000  0.143  0.314  9.218  9.562  9.846 *
2017-10-06T14:56:19.000Z G  43.366055 -71.618915 442.585316 0.00 0 337 *
2017-10-06T14:56:19.000Z A 826 -0.157  0.091  0.314  0.000  0.143  0.353  9.218  9.563  9.767 *
2017-10-06T14:56:20.000Z A 847 -0.079  0.092  0.275 -0.039  0.148  0.392  9.258  9.561  9.807 *
2017-10-06T14:56:21.000Z A 817 -0.079  0.098  0.314 -0.079  0.147  0.471  9.140  9.560  9.846 *
2017-10-06T14:56:22.000Z A 845 -0.039  0.101  0.275 -0.039  0.138  0.353  9.258  9.556  9.807 *
2017-10-06T14:56:22.000Z A 825 -0.039  0.095  0.275 -0.118  0.148  0.353  9.179  9.538  9.728 *
2017-10-06T14:56:24.000Z A 825 -0.079  0.093  0.275 -0.039  0.141  0.314  9.258  9.551  9.807 *
2017-10-06T14:56:25.000Z A 846 -0.079  0.092  0.275 -0.353  0.140  0.314  9.297  9.556  9.846 *
2017-10-06T14:56:26.000Z A 821 -0.079  0.091  0.314  0.000  0.141  0.314  9.297  9.544  9.767 *
2017-10-06T14:56:27.000Z A 839 -0.079  0.114  0.314 -0.196  0.151  0.392  9.179  9.557  9.807 *
2017-10-06T14:56:27.000Z A 837 -0.079  0.097  0.275 -0.079  0.155  0.392  9.258  9.542  9.964 *
2017-10-06T14:56:29.000Z A 831 -0.079  0.092  0.235 -0.079  0.145  0.314  9.179  9.564  9.807 *
2017-10-06T14:56:30.000Z A 845 -0.039  0.092  0.275 -0.039  0.150  0.314  9.258  9.558  9.807 *
2017-10-06T14:56:31.000Z A 819 -0.079  0.092  0.235 -0.079  0.142  0.353  9.297  9.558  9.728 *
2017-10-06T14:56:32.000Z A 846 -0.157  0.087  0.314 -0.079  0.150  0.353  9.218  9.550  9.807 *
2017-10-06T14:56:32.000Z A 848 -0.118  0.096  0.314 -0.118  0.138  0.353  9.336  9.553  9.807 *
2017-10-06T14:56:34.000Z A 823 -0.079  0.087  0.235 -0.079  0.150  0.314  9.297  9.549  9.807 *
2017-10-06T14:56:35.000Z A 840 -0.157  0.092  0.235  0.000  0.144  0.353  9.258  9.549  9.767 *
2017-10-06T14:56:36.000Z A 820 -0.157  0.091  0.275 -0.079  0.133  0.431  9.258  9.558  9.807 *
2017-10-06T14:56:37.000Z A 845 -0.118  0.094  0.314 -0.039  0.139  0.353  9.297  9.554  9.846 *
2017-10-06T14:56:37.000Z A 826 -0.039  0.092  0.314 -0.039  0.148  0.392  9.297  9.561  9.924 *
2017-10-06T14:56:39.000Z A 825 -0.118  0.100  0.275 -0.039  0.139  0.275  9.336  9.558  9.767 *
2017-10-06T14:56:40.000Z A 846 -0.039  0.094  0.275 -0.079  0.139  0.275  9.218  9.562  9.846 *
