
#v3
2017-08-26T12:31:50.000Z G  43.328827 -71.608077 378.608936 0.00 0 123 *
2017-08-26T12:31:51.000Z A 1  0.000  1.491  1.491  0.000  3.530  3.530  0.000  11.101  11.101 *
2017-08-26T12:31:52.000Z A 819 -3.060  0.085  3.883  3.530  5.297  6.747  4.707  8.127  11.650 *
2017-08-26T12:31:53.000Z A 835 -4.040  0.076  4.433  3.687  5.318  6.747  4.943  8.120  11.650 *
2017-08-26T12:31:54.000Z A 835 -3.687  0.035  3.805  3.413  5.332  7.649  4.903  8.156  11.023 *
2017-08-26T12:31:55.000Z A 803 -3.766  0.100  3.491  2.903  5.270  8.120  3.844  8.064  12.788 *
2017-08-26T12:31:56.000Z A 844 -3.923  0.056  4.393  4.040  5.239  7.061  3.883  8.216  12.435 *
2017-08-26T12:31:57.000Z A 836 -3.491 -0.042  3.530  3.256  5.240  7.218  4.943  8.267  11.493 *
2017-08-26T12:31:58.000Z A 822 -2.942  0.007  2.981  3.020  5.295  7.610  4.629  8.128  11.376 *
2017-08-26T12:31:59.000Z A 842 -2.197 -0.018  2.510  4.119  5.282  6.433  5.609  8.169  10.356 *
2017-08-26T12:32:00.000Z A 804 -3.452 -0.012  3.413  4.237  5.279  6.512  5.256  8.127  10.434 *
2017-08-26T12:32:01.000Z A 844 -2.628  0.004  2.707  4.080  5.295  6.472  5.884  8.169  10.317 *
2017-08-26T12:32:02.000Z A 839 -2.707 -0.002  3.570  3.962  5.297  6.472  5.335  8.133  11.180 *
2017-08-26T12:32:03.000Z A 819 -2.589  0.025  3.452  4.197  5.289  6.786  5.727  8.138  10.983 *
2017-08-26T12:32:04.000Z A 844 -3.020 -0.006  3.687  3.923  5.303  6.629  5.452  8.125  10.944 *
2017-08-26T12:32:05.000Z A 826 -2.746 -0.004  3.609  4.119  5.297  6.355  5.649  8.164  10.787 *
2017-08-26T12:32:06.000Z A 840 -2.903 -0.026  3.962  4.040  5.268  6.394  5.609  8.183  11.297 *
2017-08-26T12:32:07.000Z A 837 -2.589 -0.016  3.373  4.158  5.305  6.472  5.806  8.150  10.905 *
2017-08-26T12:32:08.000Z A 821 -2.589 -0.042  3.648  4.001  5.290  6.590  5.845  8.172  10.905 *
2017-08-26T12:32:09.000Z A 840 -2.785 -0.022  4.197  3.962  5.308  6.551  5.256  8.140  10.983 *
2017-08-26T12:32:10.000Z A 820 -3.138  0.006  3.844  4.040  5.304  6.747  5.884  8.154  11.219 *
2017-08-26T12:32:11.000Z A 842 -2.785 -0.018  3.334  4.119  5.283  6.747  5.845  8.160  11.062 *
2017-08-26T12:32:12.000Z A 834 -3.373 -0.032  3.648  4.237  5.305  6.708  5.845  8.124  11.023 *
2017-08-26T12:32:13.000Z A 820 -2.707  0.007  3.923  3.844  5.299  7.022  5.884  8.161  10.787 *
2017-08-26T12:32:14.000Z A 843 -3.256  0.006  4.080  4.158  5.309  6.708  5.492  8.148  11.180 *
2017-08-26T12:32:15.000Z A 820 -2.824  0.017  4.119  4.040  5.308  6.825  5.806  8.152  11.219 *
2017-08-26T12:32:16.000Z A 843 -2.903 -0.009  4.158  4.119  5.300  6.943  5.923  8.164  11.219 *
2017-08-26T12:32:17.000Z A 805 -3.766 -0.004  3.727  4.158  5.320  7.061  5.570  8.113  10.826 *
2017-08-26T12:32:18.000Z A 818 -2.942 -0.018  3.883  4.197  5.326  6.590  5.688  8.089  10.670 *
2017-08-26T12:32:19.000Z A 840 -3.177 -0.013  3.648  4.276  5.314  6.708  5.649  8.166  10.905 *
2017-08-26T12:32:20.000Z A 818 -3.020 -0.047  4.119  4.119  5.314  6.904  5.962  8.157  10.709 *
2017-08-26T12:32:21.000Z A 843 -3.138 -0.057  3.805  3.727  5.294  7.061  5.806  8.165  10.983 *
2017-08-26T12:32:22.000Z A 837 -3.020 -0.026  4.158  4.080  5.319  6.590  5.923  8.162  11.180 *
2017-08-26T12:32:23.000Z A 815 -3.060 -0.021  4.119  4.040  5.298  6.943  6.002  8.142  10.709 *
