
#v3
2017-06-24T11:36:57.000Z G  44.011608 -71.096930 530.839912 0.000 0.000 0 *
2017-06-24T11:36:57.000Z A 1 -1.177 -1.177  0.000 -0.745 -0.745  0.000  0.000  8.041  8.041 *
2017-06-24T11:48:05.000Z A 846 -4.080  0.070  3.334 -2.040  1.658  6.786  3.334  9.568  18.280 *
2017-06-24T11:48:06.000Z A 827 -3.844  0.079  3.020 -1.569  1.757  6.982  4.040  9.497  18.162 *
2017-06-24T11:48:07.000Z A 846 -4.040  0.097  2.824 -1.844  1.813  6.943  3.727  9.430  18.084 *
2017-06-24T11:48:08.000Z A 840 -3.883  0.064  3.334 -1.687  1.753  7.375  3.609  9.569  18.123 *
2017-06-24T11:48:09.000Z A 821 -4.040  0.082  3.256 -1.804  1.753  7.061  3.648  9.533  18.593 *
2017-06-24T11:48:10.000Z A 845 -4.393  0.089  3.060 -1.883  1.726  7.178  4.040  9.571  18.790 *
2017-06-24T11:48:11.000Z A 803 -4.354  0.088  3.217 -1.961  1.750  7.218  3.099  9.569  18.672 *
2017-06-24T11:48:12.000Z A 843 -3.648  0.071  2.981 -2.001  1.745  7.139  3.962  9.597  18.044 *
2017-06-24T11:48:13.000Z A 840 -3.844  0.052  3.060 -1.961  1.704  6.865  4.040  9.591  18.515 *
2017-06-24T11:48:14.000Z A 824 -4.040  0.050  3.766 -1.883  1.759  7.963  3.727  9.550  18.280 *
2017-06-24T11:48:15.000Z A 846 -4.315  0.097  2.981 -1.765  1.721  6.982  3.452  9.498  18.397 *
2017-06-24T11:48:16.000Z A 820 -4.511  0.100  3.177 -1.804  1.699  6.904  4.393  9.580  18.162 *
2017-06-24T11:48:17.000Z A 846 -4.354  0.056  2.628 -1.922  1.748  6.629  3.217  9.629  18.672 *
2017-06-24T11:48:18.000Z A 840 -4.080  0.068  3.295 -2.040  1.733  7.806  3.844  9.631  18.986 *
2017-06-24T11:48:19.000Z A 825 -4.629  0.094  3.413 -1.804  1.736  7.061  4.158  9.568  18.907 *
2017-06-24T11:48:20.000Z A 845 -3.883  0.064  3.491 -2.079  1.757  6.865  3.452  9.531  18.750 *
2017-06-24T11:48:21.000Z A 824 -4.511  0.059  3.334 -1.726  1.734  7.296  3.570  9.688  19.378 *
2017-06-24T11:48:22.000Z A 842 -4.276  0.094  3.177 -1.804  1.723  7.139  3.020  9.472  18.672 *
2017-06-24T11:48:23.000Z A 842 -4.668  0.093  3.413 -1.765  1.807  7.688  2.510  9.445  18.790 *
2017-06-24T11:48:24.000Z A 826 -4.354  0.136  3.530 -1.804  1.784  6.590  4.040  9.549  19.221 *
2017-06-24T11:48:25.000Z A 846 -4.315  0.020  3.177 -2.079  1.749  7.767  3.177  9.593  19.652 *
2017-06-24T11:48:26.000Z A 823 -4.354  0.038  3.334 -1.844  1.666  6.825  3.923  9.595  19.103 *
2017-06-24T11:48:27.000Z A 826 -3.962  0.066  3.413 -1.844  1.722  7.688  3.648  9.449  19.143 *
2017-06-24T11:48:28.000Z A 840 -4.119  0.089  3.530 -2.079  1.795  6.904  3.373  9.575  19.260 *
2017-06-24T11:48:29.000Z A 823 -4.550  0.069  3.687 -1.569  1.770  6.786  3.570  9.600  18.672 *
2017-06-24T11:48:30.000Z A 846 -4.119  0.046  2.785 -1.883  1.762  7.767  3.923  9.565  18.711 *
2017-06-24T11:48:31.000Z A 822 -4.707  0.073  3.413 -1.804  1.770  7.335  3.177  9.475  19.809 *
2017-06-24T11:48:32.000Z A 845 -4.276  0.058  3.177 -1.647  1.710  6.825  4.040  9.610  18.829 *
2017-06-24T11:48:33.000Z A 841 -4.158  0.018  3.530 -1.844  1.786  7.100  3.766  9.534  19.182 *
2017-06-24T11:48:34.000Z A 824 -4.119  0.076  3.177 -1.765  1.705  7.100  3.648  9.529  19.221 *
2017-06-24T11:48:35.000Z A 845 -3.766  0.031  2.628 -2.001  1.714  7.335  3.530  9.530  19.339 *
2017-06-24T11:48:36.000Z A 821 -4.158  0.109  3.217 -1.922  1.838  8.944  2.628  9.468  19.299 *
2017-06-24T11:48:37.000Z A 846 -3.648  0.069  3.373 -1.647  1.748  6.551  4.433  9.563  18.201 *
2017-06-24T11:48:38.000Z A 840 -3.373  0.068  2.628 -1.844  1.757  8.041  4.197  9.573  18.476 *
2017-06-24T11:48:39.000Z A 825 -4.746  0.049  3.177 -2.040  1.754  7.335  4.197  9.571  18.397 *
2017-06-24T11:48:40.000Z A 825 -4.158  0.050  2.981 -2.118  1.760  6.708  3.883  9.518  18.711 *
2017-06-24T11:48:41.000Z A 824 -4.511  0.021  3.295 -1.883  1.774  6.551  4.080  9.606  18.476 *
2017-06-24T11:48:42.000Z A 844 -4.511  0.098  3.373 -1.922  1.712  6.590  4.433  9.582  17.966 *
2017-06-24T11:48:43.000Z A 840 -3.962  0.077  2.785 -1.844  1.780  7.061  4.315  9.535  18.436 *
2017-06-24T11:48:44.000Z A 821 -4.276  0.077  3.256 -1.844  1.813  7.257  3.962  9.573  18.633 *
2017-06-24T11:48:45.000Z A 843 -4.393  0.061  3.334 -1.608  1.783  6.551  4.119  9.582  18.633 *
2017-06-24T11:48:46.000Z A 824 -4.001  0.044  3.256 -2.197  1.731  7.649  3.648  9.480  18.044 *
2017-06-24T11:48:47.000Z A 846 -4.550  0.050  3.217 -1.608  1.776  6.904  4.237  9.548  18.358 *
2017-06-24T11:48:48.000Z A 837 -3.530  0.107  2.864 -2.040  1.812  6.668  4.001  9.508  19.299 *
2017-06-24T11:48:49.000Z A 827 -4.511  0.058  3.373 -1.961  1.859  7.061  4.040  9.507  18.711 *
2017-06-24T11:48:50.000Z A 845 -4.668  0.097  3.334 -2.079  1.789  6.629  3.727  9.536  19.182 *
2017-06-24T11:48:51.000Z A 826 -3.962  0.065  2.981 -1.844  1.783  6.865  3.570  9.601  18.750 *
2017-06-24T11:48:52.000Z A 845 -4.550  0.104  3.648 -1.647  1.728  6.982  4.315  9.532  19.103 *
2017-06-24T11:48:53.000Z A 837 -4.237  0.053  3.020 -1.883  1.788  6.865  3.805  9.462  19.299 *
2017-06-24T11:48:54.000Z A 823 -3.962  0.060  3.256 -1.883  1.706  7.022  3.530  9.567  18.790 *
2017-06-24T11:48:55.000Z A 846 -4.080  0.063  3.217 -1.726  1.799  7.296  4.040  9.554  19.143 *
2017-06-24T11:48:56.000Z A 828 -4.433  0.084  3.020 -1.961  1.809  7.335  3.962  9.594  19.143 *
2017-06-24T11:48:57.000Z G  44.011607 -71.096978 541.666684 0.000 0.000 89 *
2017-06-24T11:48:57.000Z A 828 -4.276  0.056  3.373 -2.001  1.723  7.257  4.040  9.576  19.417 *
2017-06-24T11:48:58.000Z A 839 -5.178  0.043  3.020 -1.726  1.726  7.061  3.962  9.616  18.868 *
2017-06-24T11:48:59.000Z A 828 -4.629  0.071  3.256 -2.118  1.746  6.943  4.237  9.543  18.358 *
2017-06-24T11:49:00.000Z A 846 -5.178  0.074  3.491 -1.569  1.770  7.061  3.687  9.551  18.868 *
2017-06-24T11:49:01.000Z A 819 -3.844  0.056  3.020 -1.726  1.774  6.433  4.119  9.429  18.358 *
2017-06-24T11:49:02.000Z A 844 -4.707  0.066  3.177 -2.158  1.813  7.375  4.276  9.599  18.946 *
2017-06-24T11:49:03.000Z A 839 -3.923  0.081  3.530 -1.726  1.766  7.335  4.040  9.537  19.103 *
2017-06-24T11:49:04.000Z A 822 -3.883  0.051  2.981 -1.883  1.734  6.825  3.766  9.598  18.986 *
2017-06-24T11:49:05.000Z A 846 -4.864  0.044  3.177 -1.726  1.757  6.668  3.570  9.484  19.378 *
2017-06-24T11:49:06.000Z A 827 -4.354  0.070  3.138 -2.079  1.795  7.257  3.962  9.465  18.240 *
2017-06-24T11:49:07.000Z A 846 -5.296  0.043  3.295 -1.922  1.667  7.453  3.923  9.636  19.143 *
2017-06-24T11:49:08.000Z A 840 -4.315  0.055  3.256 -1.608  1.794  7.492  3.687  9.504  19.182 *
2017-06-24T11:49:09.000Z A 823 -3.962  0.071  2.981 -1.844  1.742  7.492  4.040  9.505  18.829 *
2017-06-24T11:49:10.000Z A 845 -3.962  0.081  3.334 -1.883  1.679  6.708  3.844  9.572  17.927 *
2017-06-24T11:49:11.000Z A 823 -4.276  0.104  3.256 -1.883  1.797  6.982  3.844  9.590  18.907 *
2017-06-24T11:49:12.000Z A 824 -4.119  0.088  3.020 -1.765  1.794  7.571  4.040  9.530  18.829 *
2017-06-24T11:49:13.000Z A 839 -4.472  0.070  3.530 -1.687  1.739  6.708  4.001  9.502  18.240 *
2017-06-24T11:49:14.000Z A 826 -4.080  0.091  3.256 -2.001  1.815  6.551  4.197  9.480  19.378 *
2017-06-24T11:49:15.000Z A 843 -4.080  0.050  3.373 -1.687  1.732  6.747  3.923  9.527  18.750 *
2017-06-24T11:49:16.000Z A 822 -4.001  0.102  2.903 -1.922  1.711  6.865  3.805  9.645  18.907 *
2017-06-24T11:49:17.000Z A 845 -3.687  0.117  3.138 -2.001  1.834  6.943  3.020  9.441  20.045 *
2017-06-24T11:49:18.000Z A 840 -3.883  0.068  3.256 -1.687  1.706  6.943  3.844  9.542  18.476 *
2017-06-24T11:49:19.000Z A 824 -4.786  0.063  2.903 -1.883  1.779  7.022  4.393  9.476  18.554 *
2017-06-24T11:49:20.000Z A 846 -4.472  0.112  3.491 -1.726  1.754  6.865  4.354  9.570  18.319 *
2017-06-24T11:49:21.000Z A 822 -4.550  0.062  3.217 -1.804  1.758  7.022  4.040  9.583  19.143 *
2017-06-24T11:49:22.000Z A 842 -3.962  0.029  3.766 -2.354  1.746  6.865  4.080  9.631  19.064 *
2017-06-24T11:49:23.000Z A 841 -4.315  0.101  3.413 -1.647  1.759  8.238  3.805  9.533  19.221 *
2017-06-24T11:49:24.000Z A 823 -4.080  0.096  3.256 -1.804  1.784  7.218  3.177  9.513  19.378 *
2017-06-24T11:49:25.000Z A 845 -4.315  0.048  2.981 -1.647  1.711  6.786  4.315  9.555  19.339 *
2017-06-24T11:49:26.000Z A 805 -4.590  0.072  3.334 -1.804  1.712  6.629  4.119  9.564  18.711 *
2017-06-24T11:49:27.000Z A 846 -4.276  0.034  3.334 -2.040  1.810  7.218  3.687  9.703  18.829 *
2017-06-24T11:49:28.000Z A 840 -5.060  0.024  3.295 -1.765  1.749  7.139  3.570  9.563  19.221 *
2017-06-24T11:49:29.000Z A 823 -4.629  0.074  3.138 -2.040  1.786  7.139  3.923  9.487  19.221 *
2017-06-24T11:49:30.000Z A 846 -4.393  0.063  3.060 -1.726  1.755  6.943  3.334  9.567  19.456 *
2017-06-24T11:49:31.000Z A 819 -4.550  0.036  3.138 -1.647  1.661  7.061  3.844  9.550  18.554 *
2017-06-24T11:49:32.000Z A 846 -4.472  0.088  2.942 -1.883  1.770  7.100  3.609  9.534  19.378 *
2017-06-24T11:49:33.000Z A 841 -4.433  0.092  3.373 -2.001  1.809  6.786  4.197  9.516  19.535 *
2017-06-24T11:49:34.000Z A 822 -4.354  0.059  3.217 -1.726  1.792  6.825  3.883  9.554  19.574 *
2017-06-24T11:49:35.000Z A 846 -4.393  0.063  3.060 -1.922  1.836  7.767  3.766  9.642  18.986 *
2017-06-24T11:49:36.000Z A 824 -4.433  0.090  3.256 -1.961  1.781  7.178  3.530  9.634  19.025 *
2017-06-24T11:49:37.000Z A 842 -4.511  0.040  3.295 -2.040  1.746  7.061  4.040  9.541  18.593 *
2017-06-24T11:49:38.000Z A 838 -4.511  0.090  3.570 -2.158  1.795  7.296  2.981  9.516  19.025 *
2017-06-24T11:49:39.000Z A 828 -4.433  0.082  3.256 -1.647  1.765  6.629  3.805  9.524  19.299 *
2017-06-24T11:49:40.000Z A 844 -4.472  0.075  3.138 -1.804  1.810  7.178  3.805  9.619  18.397 *
2017-06-24T11:49:41.000Z A 822 -4.433  0.089  3.020 -1.647  1.823  7.178  4.119  9.507  19.260 *
2017-06-24T11:49:42.000Z A 825 -3.727  0.075  3.020 -1.726  1.835  7.296  4.197  9.466  18.868 *
2017-06-24T11:49:43.000Z A 839 -3.883  0.040  3.138 -1.765  1.735  6.825  3.570  9.646  19.025 *
2017-06-24T11:49:44.000Z A 827 -4.746  0.101  3.530 -1.922  1.683  6.590  4.550  9.529  18.672 *
2017-06-24T11:49:45.000Z A 846 -3.962  0.094  2.785 -1.922  1.796  7.100  4.001  9.532  18.672 *
2017-06-24T11:49:46.000Z A 823 -3.727  0.097  3.099 -2.158  1.868  6.394  3.648  9.487  18.436 *
2017-06-24T11:49:47.000Z A 843 -4.472  0.043  3.177 -1.687  1.721  6.512  4.315  9.595  18.907 *
2017-06-24T11:49:48.000Z A 839 -3.609  0.062  2.981 -2.001  1.839  7.218  4.001  9.552  18.986 *
2017-06-24T11:49:49.000Z A 826 -4.119  0.068  3.295 -1.412  1.848  7.649  4.119  9.568  19.378 *
2017-06-24T11:49:50.000Z A 846 -3.491  0.062  2.942 -1.844  1.715  6.747  4.433  9.589  18.986 *
2017-06-24T11:49:51.000Z A 827 -4.001  0.107  3.177 -1.961  1.781  7.178  4.433  9.537  18.162 *
2017-06-24T11:49:52.000Z A 841 -3.883  0.034  3.334 -1.883  1.775  6.316  4.550  9.559  17.809 *
2017-06-24T11:49:53.000Z A 841 -3.766  0.111  2.981 -2.001  1.896  6.982  3.609  9.453  18.672 *
2017-06-24T11:49:54.000Z A 826 -3.452  0.065  3.099 -1.883  1.806  6.747  3.256  9.455  18.358 *
2017-06-24T11:49:55.000Z A 846 -4.080  0.069  2.746 -1.922  1.705  6.394  4.237  9.520  17.966 *
2017-06-24T11:49:56.000Z A 826 -3.648  0.068  3.138 -2.001  1.701  6.825  3.923  9.500  18.593 *
2017-06-24T11:49:57.000Z G  44.011605 -71.096977 541.010516 0.000 0.000 144 *
2017-06-24T11:49:57.000Z A 845 -3.766  0.053  3.138 -2.079  1.723  6.825  3.138  9.503  18.946 *
2017-06-24T11:49:58.000Z A 820 -3.962  0.058  3.295 -1.804  1.755  7.100  3.727  9.565  18.358 *
2017-06-24T11:49:59.000Z A 846 -3.883  0.085  3.217 -1.922  1.726  7.178  4.001  9.553  19.496 *
2017-06-24T11:50:00.000Z A 842 -3.805  0.072  2.981 -1.961  1.826  6.825  4.197  9.430  18.162 *
2017-06-24T11:50:01.000Z A 805 -3.491  0.066  3.099 -1.569  1.758  6.904  4.080  9.552  18.476 *
2017-06-24T11:50:02.000Z A 841 -3.648  0.038  3.256 -1.530  1.764  6.943  3.373  9.554  19.103 *
2017-06-24T11:50:03.000Z A 839 -3.844  0.099  3.060 -1.765  1.765  6.904  4.197  9.485  18.554 *
2017-06-24T11:50:04.000Z A 815 -4.237  0.075  3.177 -1.961  1.841  6.590  4.040  9.579  19.888 *
2017-06-24T11:50:05.000Z A 827 -4.080  0.042  3.452 -2.001  1.757  7.100  4.119  9.610  18.201 *
2017-06-24T11:50:06.000Z A 832 -3.530  0.065  3.452 -2.079  1.725  7.061  4.040  9.671  18.397 *
2017-06-24T11:50:07.000Z A 832 -3.687  0.081  3.256 -1.451  1.742  6.629  4.472  9.547  18.358 *
2017-06-24T11:50:08.000Z A 824 -3.295  0.050  3.177 -1.961  1.760  6.668  4.550  9.503  17.770 *
2017-06-24T11:50:09.000Z A 841 -3.962  0.080  3.334 -1.726  1.763  7.492  3.570  9.564  19.143 *
2017-06-24T11:50:10.000Z A 843 -3.648  0.056  3.177 -1.922  1.773  6.629  4.237  9.536  18.868 *
2017-06-24T11:50:11.000Z A 832 -3.570  0.077  3.491 -2.118  1.690  6.786  3.727  9.535  17.887 *
2017-06-24T11:50:12.000Z A 835 -3.805  0.066  3.060 -1.726  1.742  6.316  3.883  9.580  17.927 *
2017-06-24T11:50:13.000Z A 806 -3.962  0.092  2.903 -2.118  1.776  7.100  4.315  9.596  18.358 *
2017-06-24T11:50:14.000Z A 843 -4.080  0.057  2.903 -2.001  1.772  6.512  4.315  9.593  19.025 *
2017-06-24T11:50:15.000Z A 835 -3.687  0.100  3.295 -1.726  1.811  7.335  3.609  9.521  17.927 *
2017-06-24T11:50:16.000Z A 811 -3.648  0.073  2.942 -1.922  1.732  7.296  3.530  9.589  18.750 *
2017-06-24T11:50:17.000Z A 844 -4.197  0.098  2.903 -1.530  1.786  6.551  4.040  9.566  18.201 *
2017-06-24T11:50:18.000Z A 840 -3.766  0.049  3.060 -1.804  1.770  7.178  3.020  9.620  19.692 *
2017-06-24T11:50:19.000Z A 845 -3.766  0.056  3.020 -1.765  1.753  7.649  3.609  9.522  18.986 *
2017-06-24T11:50:20.000Z A 841 -3.687  0.052  3.060 -1.765  1.736  6.512  4.001  9.591  17.848 *
2017-06-24T11:50:21.000Z A 828 -3.530  0.038  2.746 -1.804  1.745  6.904  3.687  9.559  18.829 *
2017-06-24T11:50:22.000Z A 836 -3.844  0.062  3.020 -2.001  1.835  7.492  4.080  9.607  18.711 *
2017-06-24T11:50:23.000Z A 826 -3.923  0.090  2.824 -2.079  1.766  6.668  3.766  9.470  18.554 *
2017-06-24T11:50:24.000Z A 845 -3.413  0.117  2.864 -1.922  1.823  7.061  3.295  9.498  18.005 *
2017-06-24T11:50:25.000Z A 843 -3.962  0.055  2.942 -1.647  1.791  7.178  4.040  9.570  18.084 *
2017-06-24T11:50:26.000Z A 832 -3.844  0.051  2.864 -1.687  1.728  6.747  3.609  9.667  18.280 *
2017-06-24T11:50:27.000Z A 820 -3.844  0.016  2.942 -2.118  1.742  6.943  4.080  9.633  18.123 *
2017-06-24T11:50:28.000Z A 846 -3.883  0.088  2.824 -1.883  1.728  6.747  4.080  9.412  17.966 *
2017-06-24T11:50:29.000Z A 838 -3.883  0.066  2.824 -2.040  1.777  6.747  4.237  9.604  18.515 *
2017-06-24T11:50:30.000Z A 827 -3.530  0.078  2.981 -1.530  1.758  6.865  4.237  9.587  18.084 *
2017-06-24T11:50:31.000Z A 831 -3.844  0.085  2.746 -1.883  1.782  6.825  2.471  9.549  17.887 *
2017-06-24T11:50:32.000Z A 830 -3.570  0.094  2.903 -1.922  1.822  6.747  3.648  9.477  18.005 *
2017-06-24T11:50:33.000Z A 826 -4.354  0.119  2.981 -1.491  1.742  6.708  3.687  9.595  18.358 *
2017-06-24T11:50:34.000Z A 845 -3.923  0.074  3.217 -1.844  1.757  8.238  3.962  9.598  17.848 *
2017-06-24T11:50:35.000Z A 835 -3.648  0.061  3.099 -1.687  1.773  6.590  3.609  9.566  17.377 *
2017-06-24T11:50:36.000Z A 804 -4.080  0.036  2.942 -1.687  1.771  7.453  3.060  9.572  19.025 *
2017-06-24T11:50:37.000Z A 846 -4.119  0.052  2.903 -1.726  1.793  6.943  3.805  9.579  18.201 *
2017-06-24T11:50:38.000Z A 839 -4.237  0.116  3.177 -1.569  1.777  6.355  3.766  9.450  18.946 *
2017-06-24T11:50:39.000Z A 828 -4.433  0.085  2.981 -1.804  1.736  6.276  3.530  9.541  17.770 *
2017-06-24T11:50:40.000Z A 841 -3.883  0.073  3.256 -1.569  1.734  7.139  4.276  9.597  18.319 *
2017-06-24T11:50:41.000Z A 822 -3.727  0.074  3.099 -1.530  1.770  6.708  3.334  9.596  17.652 *
2017-06-24T11:50:42.000Z A 844 -4.315  0.051  3.138 -1.765  1.817  8.198  3.491  9.580  17.927 *
2017-06-24T11:50:43.000Z A 833 -3.923  0.039  3.373 -1.804  1.724  7.022  3.923  9.501  18.201 *
2017-06-24T11:50:44.000Z A 826 -3.883  0.104  3.020 -1.804  1.809  7.688  4.040  9.425  19.299 *
2017-06-24T11:50:45.000Z A 846 -4.080  0.077  3.020 -1.687  1.755  7.100  3.177  9.613  19.378 *
2017-06-24T11:50:46.000Z A 821 -4.237  0.072  3.138 -1.373  1.738  6.708  3.452  9.576  19.809 *
2017-06-24T11:50:47.000Z A 845 -4.001  0.042  3.060 -1.883  1.771  6.786  3.727  9.649  18.672 *
2017-06-24T11:50:48.000Z A 837 -4.197  0.024  3.138 -1.844  1.711  6.904  4.080  9.565  19.260 *
2017-06-24T11:50:49.000Z A 812 -3.844  0.060  2.981 -1.765  1.859  7.571  3.452  9.496  17.966 *
2017-06-24T11:50:50.000Z A 827 -4.276  0.057  3.177 -1.647  1.821  6.982  3.844  9.498  18.868 *
2017-06-24T11:50:51.000Z A 831 -4.707  0.050  2.981 -1.491  1.800  7.022  4.080  9.515  18.476 *
2017-06-24T11:50:52.000Z A 841 -3.530  0.077  2.707 -1.804  1.690  6.551  3.570  9.513  18.280 *
2017-06-24T11:50:53.000Z A 843 -3.883  0.051  3.217 -2.040  1.764  6.825  4.550  9.606  19.143 *
2017-06-24T11:50:54.000Z A 832 -4.040  0.055  3.099 -1.961  1.710  6.943  3.962  9.608  18.005 *
2017-06-24T11:50:55.000Z A 828 -3.530  0.097  3.060 -1.530  1.818  7.296  3.099  9.459  17.848 *
2017-06-24T11:50:56.000Z A 830 -3.805  0.125  3.020 -1.451  1.754  6.316  3.883  9.645  17.927 *
2017-06-24T11:50:57.000Z G  44.011603 -71.096977 540.354348 0.000 0.000 180 *
2017-06-24T11:50:57.000Z A 825 -3.883  0.064  2.785 -2.158  1.710  6.786  4.590  9.527  18.907 *
2017-06-24T11:50:58.000Z A 844 -3.687  0.056  3.099 -1.647  1.758  6.747  4.158  9.489  18.436 *
2017-06-24T11:50:59.000Z A 838 -3.883  0.053  3.138 -1.334  1.791  7.414  3.295  9.586  18.084 *
2017-06-24T11:51:00.000Z A 828 -3.687  0.039  2.981 -1.804  1.777  7.532  3.766  9.531  18.280 *
2017-06-24T11:51:01.000Z A 830 -3.805  0.110  3.099 -1.726  1.752  6.551  3.766  9.507  18.515 *
2017-06-24T11:51:02.000Z A 842 -3.413  0.064  3.020 -1.844  1.734  7.335  4.197  9.613  18.084 *
2017-06-24T11:51:03.000Z A 846 -3.766  0.102  3.177 -2.040  1.749  6.629  4.629  9.531  18.044 *
2017-06-24T11:51:04.000Z A 793 -3.687  0.066  3.413 -1.530  1.736  7.061  2.864  9.490  17.887 *
2017-06-24T11:51:05.000Z A 830 -3.452  0.074  2.903 -1.844  1.805  7.061  3.727  9.536  18.201 *
2017-06-24T11:51:06.000Z A 833 -3.923  0.054  3.334 -1.804  1.800  6.472  4.550  9.466  17.809 *
2017-06-24T11:51:07.000Z A 832 -3.844  0.084  3.177 -2.001  1.725  6.668  3.648  9.524  18.280 *
2017-06-24T11:51:08.000Z A 829 -4.040  0.079  2.981 -2.001  1.770  7.296  3.766  9.551  19.103 *
2017-06-24T11:51:09.000Z A 846 -4.119  0.022  3.060 -1.608  1.787  6.904  3.766  9.494  18.515 *
2017-06-24T11:51:10.000Z A 841 -3.844  0.084  2.903 -1.726  1.839  6.904  3.570  9.583  18.750 *
2017-06-24T11:51:11.000Z A 834 -4.197  0.059  3.256 -1.883  1.831  6.982  3.923  9.579  18.515 *
2017-06-24T11:51:12.000Z A 815 -3.883  0.077  2.981 -1.687  1.716  7.885  3.962  9.587  18.829 *
2017-06-24T11:51:13.000Z A 845 -4.080  0.012  3.020 -1.765  1.747  6.747  3.334  9.524  18.633 *
2017-06-24T11:51:14.000Z A 844 -4.040  0.076  3.020 -1.294  1.714  6.551  4.001  9.532  18.986 *
2017-06-24T11:51:15.000Z A 828 -3.727  0.092  3.020 -1.883  1.796  6.747  3.295  9.427  18.907 *
2017-06-24T11:51:16.000Z A 826 -4.040  0.085  3.099 -1.530  1.802  7.257  3.609  9.679  18.358 *
2017-06-24T11:51:17.000Z A 835 -3.727  0.054  3.334 -1.530  1.768  6.668  3.530  9.538  18.319 *
2017-06-24T11:51:18.000Z A 826 -4.001  0.078  3.060 -1.687  1.751  6.825  3.570  9.539  18.946 *
2017-06-24T11:51:19.000Z A 845 -3.766  0.025  2.903 -1.687  1.758  7.296  3.844  9.562  18.476 *
2017-06-24T11:51:20.000Z A 835 -4.158  0.042  3.177 -1.804  1.713  6.904  3.962  9.582  18.319 *
2017-06-24T11:51:21.000Z A 807 -4.080  0.077  3.138 -1.726  1.699  7.061  3.491  9.647  18.829 *
2017-06-24T11:51:22.000Z A 845 -4.119  0.088  2.903 -1.608  1.774  7.335  3.883  9.536  18.358 *
2017-06-24T11:51:23.000Z A 838 -3.923  0.041  2.864 -1.804  1.761  7.178  3.883  9.577  18.162 *
2017-06-24T11:51:24.000Z A 823 -3.687  0.047  3.138 -1.412  1.764  6.708  3.177  9.526  18.829 *
2017-06-24T11:51:25.000Z A 846 -4.001  0.048  3.020 -1.412  1.761  7.335  3.452  9.590  18.515 *
2017-06-24T11:51:26.000Z A 822 -4.197  0.041  3.099 -1.765  1.723  6.590  4.237  9.493  18.515 *
2017-06-24T11:51:27.000Z A 827 -4.197  0.077  3.020 -1.726  1.721  6.747  4.040  9.615  18.358 *
2017-06-24T11:51:28.000Z A 833 -3.962  0.072  2.981 -1.726  1.784  7.061  3.373  9.573  18.907 *
2017-06-24T11:51:29.000Z A 830 -3.962  0.057  2.981 -1.647  1.715  7.061  3.962  9.556  17.966 *
2017-06-24T11:51:30.000Z A 844 -3.766  0.073  2.903 -1.844  1.714  6.551  2.903  9.580  17.809 *
2017-06-24T11:51:31.000Z A 821 -4.158  0.051  3.099 -1.726  1.853  7.571  2.864  9.480  18.593 *
2017-06-24T11:51:32.000Z A 836 -4.158  0.095  3.138 -1.569  1.728  6.786  4.237  9.531  18.750 *
2017-06-24T11:51:33.000Z A 836 -3.805  0.071  2.942 -1.804  1.749  7.885  4.080  9.608  18.319 *
2017-06-24T11:51:34.000Z A 826 -4.237  0.081  3.138 -1.765  1.757  7.022  3.452  9.619  19.339 *
2017-06-24T11:51:35.000Z A 846 -4.001  0.064  2.981 -1.804  1.754  6.551  3.687  9.556  18.750 *
2017-06-24T11:51:36.000Z A 823 -3.923  0.082  2.864 -1.804  1.783  7.022  3.923  9.585  18.476 *
2017-06-24T11:51:37.000Z A 846 -4.550  0.104  3.099 -1.687  1.769  6.904  3.687  9.540  18.593 *
2017-06-24T11:51:38.000Z A 838 -3.766  0.104  2.981 -1.726  1.744  6.394  3.217  9.509  18.515 *
2017-06-24T11:51:39.000Z A 827 -4.001  0.105  2.981 -1.961  1.704  6.629  4.001  9.574  18.907 *
2017-06-24T11:51:40.000Z A 845 -3.923  0.074  2.981 -1.883  1.707  7.649  3.452  9.535  18.907 *
2017-06-24T11:51:41.000Z A 825 -4.354  0.043  3.060 -1.765  1.796  6.786  3.373  9.538  19.456 *
2017-06-24T11:51:42.000Z A 846 -4.080  0.079  3.138 -1.765  1.747  7.296  3.727  9.565  18.005 *
2017-06-24T11:51:43.000Z A 833 -4.393  0.060  2.981 -1.765  1.736  7.218  3.373  9.557  18.946 *
2017-06-24T11:51:44.000Z A 809 -4.001  0.100  3.020 -1.569  1.779  7.492  3.256  9.568  18.633 *
2017-06-24T11:51:45.000Z A 844 -4.354  0.085  3.217 -1.451  1.755  6.708  3.766  9.568  18.593 *
2017-06-24T11:51:46.000Z A 822 -3.883  0.106  3.138 -1.765  1.738  7.296  3.060  9.607  18.515 *
2017-06-24T11:51:47.000Z A 845 -4.040  0.061  3.295 -1.804  1.741  6.786  3.609  9.612  18.005 *
2017-06-24T11:51:48.000Z A 835 -4.237  0.075  3.060 -1.608  1.718  6.512  3.570  9.537  18.829 *
2017-06-24T11:51:49.000Z A 831 -3.334  0.105  3.020 -2.040  1.673  7.453  4.315  9.628  18.554 *
2017-06-24T11:51:50.000Z A 846 -3.844  0.032  3.530 -1.608  1.697  6.590  3.413  9.592  18.436 *
2017-06-24T11:51:51.000Z A 826 -4.276  0.107  3.295 -1.804  1.783  7.100  3.609  9.485  18.946 *
2017-06-24T11:51:52.000Z A 846 -3.570  0.092  2.942 -1.647  1.714  6.943  3.256  9.498  19.221 *
2017-06-24T11:51:53.000Z A 833 -3.923  0.071  3.020 -1.647  1.758  6.747  3.844  9.561  18.123 *
