
#v3
2017-09-30T12:41:33.000Z G  43.616878 -71.166043 585.301856 0.00 0 249 *
2017-09-30T12:41:33.000Z A 1  0.000  1.687  1.687  0.000  1.883  1.883  0.000  8.473  8.473 *
2017-09-30T13:41:50.000Z A 833 -5.178 -0.350  3.766 -1.177  1.183  4.472  1.530  9.577  20.045 *
2017-09-30T13:41:51.000Z A 841 -4.746 -0.117  5.609 -5.609  1.096  14.553 -6.708  9.010  20.045 *
2017-09-30T13:41:52.000Z G  43.607032 -71.093512 697.834668 0.01 6 125 *
2017-09-30T13:41:52.000Z A 816 -3.648 -0.124  3.020 -1.569  1.277  4.825 -0.784  9.389  20.045 *
2017-09-30T13:41:53.000Z A 841 -15.651 -0.055  8.826 -6.512  1.184  20.045 -6.668  9.264  20.045 *
2017-09-30T13:41:54.000Z A 822 -2.824 -0.083  3.570 -1.294  1.240  3.844  1.451  9.393  20.045 *
2017-09-30T13:41:55.000Z A 822 -5.845 -0.103  11.140 -8.708  1.316  19.731 -9.297  9.023  20.045 *
2017-09-30T13:41:56.000Z G  43.606917 -71.093308 690.288736 0.01 6 127 *
2017-09-30T13:41:56.000Z A 838 -9.924 -0.289  4.080 -4.864  1.370  20.045 -9.140  8.845  20.045 *
2017-09-30T13:41:57.000Z A 821 -6.590 -0.222  3.452 -2.903  1.204  6.198 -1.412  9.281  20.045 *
2017-09-30T13:41:58.000Z A 842 -4.903 -0.171  3.727 -5.296  1.102  9.885 -2.432  9.280  20.045 *
2017-09-30T13:41:58.000Z A 826 -3.295 -0.098  3.648 -3.491  0.855  3.570  0.628  9.470  20.045 *
2017-09-30T13:41:59.000Z G  43.606832 -71.093132 686.351728 0.01 6 127 *
2017-09-30T13:42:00.000Z A 832 -5.452 -0.133  11.180 -6.041  1.245  20.045 -9.924  8.965  20.045 *
2017-09-30T13:42:01.000Z A 835 -10.630 -0.122  11.062 -3.648  1.219  16.122 -17.966  8.900  20.045 *
2017-09-30T13:42:02.000Z A 815 -5.099 -0.077  5.413 -7.885  1.124  7.100 -5.021  9.414  20.045 *
2017-09-30T13:42:03.000Z G  43.606725 -71.092920 682.742804 0.01 5 126 *
2017-09-30T13:42:03.000Z A 838 -5.296 -0.048  7.728 -4.001  1.329  14.749 -12.513  9.096  20.045 *
2017-09-30T13:42:04.000Z A 823 -4.590 -0.113  3.256 -1.412  1.181  4.237  1.138  9.446  20.045 *
2017-09-30T13:42:05.000Z A 841 -10.081 -0.106  6.551 -7.257  1.169  20.045 -12.239  9.153  20.045 *
2017-09-30T13:42:06.000Z G  43.606640 -71.092752 682.086636 0.01 6 129 *
2017-09-30T13:42:06.000Z A 839 -4.080 -0.042  4.903 -4.982  1.217  15.495 -0.824  9.258  20.045 *
2017-09-30T13:42:07.000Z A 819 -3.060  0.048  5.296 -4.197  1.164  7.571  0.000  9.456  20.045 *
2017-09-30T13:42:08.000Z A 823 -6.904 -0.017  5.256 -4.786  1.177  20.045 -13.415  8.778  20.045 *
2017-09-30T13:42:09.000Z G  43.606557 -71.092580 683.727056 0.01 6 125 *
2017-09-30T13:42:09.000Z A 820 -2.471 -0.155  3.413 -1.216  1.234  3.962 -1.216  9.538  20.045 *
2017-09-30T13:42:10.000Z A 843 -7.845 -0.233  8.630 -9.179  1.083  7.885 -1.451  9.201  20.045 *
2017-09-30T13:42:11.000Z A 833 -10.670 -0.313  4.001 -5.021  1.134  8.198 -0.431  9.424  20.045 *
2017-09-30T13:42:12.000Z G  43.606470 -71.092410 684.055140 0.01 5 126 *
2017-09-30T13:42:12.000Z A 819 -3.727 -0.259  6.512 -2.471  1.183  13.180 -1.412  9.537  20.045 *
2017-09-30T13:42:13.000Z A 841 -9.650 -0.338  5.649 -2.707  1.064  11.533 -4.707  9.243  20.045 *
2017-09-30T13:42:14.000Z A 821 -4.119 -0.434  3.334 -0.863  1.236  3.530 -0.588  9.412  20.045 *
2017-09-30T13:42:15.000Z G  43.606383 -71.092243 683.727056 0.01 6 129 *
2017-09-30T13:42:15.000Z A 842 -4.550 -0.529  2.628 -2.393  1.171  8.081  0.706  9.473  20.045 *
2017-09-30T13:42:16.000Z A 835 -4.001 -0.431  5.217 -2.942  1.168  7.767 -0.275  9.307  20.045 *
2017-09-30T13:42:17.000Z A 821 -8.002 -0.518  3.413 -4.982  1.258  7.806 -1.569  9.202  20.045 *
2017-09-30T13:42:18.000Z A 837 -6.472 -0.536  3.217 -4.629  1.180  9.807 -2.550  9.317  20.045 *
2017-09-30T13:42:19.000Z G  43.606270 -71.092025 682.086636 0.01 6 126 *
2017-09-30T13:42:19.000Z A 819 -4.786 -0.452  3.923 -1.138  1.126  4.276  1.334  9.596  20.045 *
2017-09-30T13:42:20.000Z A 843 -6.825 -0.403  6.472 -4.786  1.194  17.770 -12.239  8.925  20.045 *
2017-09-30T13:42:21.000Z A 838 -5.570 -0.454  3.883 -2.432  1.154  5.806  0.628  9.536  20.045 *
2017-09-30T13:42:22.000Z G  43.606183 -71.091862 677.821544 0.01 6 125 *
2017-09-30T13:42:22.000Z A 819 -4.590 -0.379  3.923 -2.785  1.172  5.845 -0.118  9.267  20.045 *
2017-09-30T13:42:23.000Z A 841 -5.766 -0.337  3.413 -3.844  1.178  9.179 -0.392  9.373  20.045 *
2017-09-30T13:42:24.000Z A 801 -5.923 -0.402  3.609 -0.981  1.259  7.649  0.628  9.496  20.045 *
2017-09-30T13:42:25.000Z G  43.606100 -71.091695 678.477712 0.01 6 128 *
2017-09-30T13:42:25.000Z A 835 -5.688 -0.395  5.649 -2.981  1.240  10.905 -2.236  9.204  20.045 *
2017-09-30T13:42:26.000Z A 839 -7.492 -0.399  4.629 -6.237  1.135  4.668 -0.745  9.355  20.045 *
2017-09-30T13:42:27.000Z A 820 -5.845 -0.406  3.727 -3.609  1.189  4.668 -0.745  9.398  20.045 *
2017-09-30T13:42:28.000Z G  43.606010 -71.091535 674.540704 0.01 6 130 *
2017-09-30T13:42:28.000Z A 836 -4.668 -0.371  3.727 -6.080  1.215  7.178  0.157  9.460  20.045 *
2017-09-30T13:42:29.000Z A 820 -5.806 -0.268  4.511 -2.707  1.134  5.139 -1.177  9.559  20.045 *
2017-09-30T13:42:30.000Z A 840 -6.512 -0.524  3.648 -5.021  1.273  14.553 -4.040  9.079  20.045 *
2017-09-30T13:42:31.000Z G  43.605913 -71.091372 672.900284 0.01 6 128 *
2017-09-30T13:42:31.000Z A 835 -6.198 -0.352  3.099 -3.923  1.302  8.748 -0.549  9.240  20.045 *
2017-09-30T13:42:32.000Z A 816 -6.747 -0.469  3.570 -1.765  0.929  7.414 -1.804  9.433  20.045 *
2017-09-30T13:42:33.000Z A 840 -10.199 -0.472  11.690 -11.533  0.905  13.298 -4.629  9.188  20.045 *
2017-09-30T13:42:34.000Z G  43.605812 -71.091215 670.931780 0.01 7 137 *
2017-09-30T13:42:34.000Z A 822 -4.629 -0.465  3.217 -1.138  1.230  6.198 -0.824  9.491  20.045 *
2017-09-30T13:42:35.000Z A 821 -9.258 -0.498  3.570 -7.649  1.172  15.769 -1.020  9.315  20.045 *
2017-09-30T13:42:36.000Z A 837 -4.433 -0.535  3.099 -1.412  1.186  4.237 -0.196  9.327  18.554 *
2017-09-30T13:42:37.000Z A 818 -7.375 -0.615  6.747 -3.962  1.190  10.317 -1.961  9.300  20.045 *
2017-09-30T13:42:38.000Z G  43.605688 -71.091025 668.635192 0.01 5 131 *
2017-09-30T13:42:38.000Z A 840 -13.533 -0.416  4.080 -6.276  1.253  18.868 -2.118  9.339  20.045 *
2017-09-30T13:42:39.000Z A 815 -5.570 -0.290  3.373 -1.804  1.259  7.139 -0.667  9.341  20.045 *
2017-09-30T13:42:40.000Z A 838 -8.395 -0.290  4.315 -2.354  1.175  11.650 -3.609  9.291  20.045 *
2017-09-30T13:42:41.000Z A 837 -3.609 -0.178  3.256 -2.001  1.189  6.198  0.196  9.549  20.045 *
2017-09-30T13:42:42.000Z G  43.605563 -71.090837 665.354352 0.01 5 134 *
2017-09-30T13:42:42.000Z A 815 -8.316 -0.176  6.904 -5.296  1.300  20.045 -9.571  8.978  20.045 *
2017-09-30T13:42:43.000Z A 843 -2.824 -0.124  3.217 -1.647  1.237  3.805  0.902  9.405  20.045 *
2017-09-30T13:42:44.000Z A 820 -10.277 -0.207  3.648 -8.395  1.146  16.005 -6.316  9.155  20.045 *
2017-09-30T13:42:45.000Z A 843 -5.021 -0.247  2.746 -1.177  1.199  9.101  2.667  9.460  18.084 *
2017-09-30T13:42:46.000Z G  43.605438 -71.090652 664.698184 0.01 5 133 *
2017-09-30T13:42:46.000Z A 838 -6.904 -0.191  6.943 -3.805  1.184  10.513 -1.177  9.469  20.045 *
2017-09-30T13:42:47.000Z A 823 -6.982 -0.122  7.963 -6.825  1.083  9.493  0.706  9.502  20.045 *
2017-09-30T13:42:48.000Z A 841 -3.844 -0.215  3.883 -3.138  1.272  5.413  0.471  9.346  19.731 *
2017-09-30T13:42:49.000Z A 815 -9.218 -0.192  9.807 -8.434  1.214  12.474 -20.084  9.086  20.045 *
2017-09-30T13:42:50.000Z G  43.605315 -71.090477 662.729680 0.01 5 134 *
2017-09-30T13:42:50.000Z A 826 -3.609 -0.281  2.864 -1.412  1.306  5.021  0.667  9.377  20.045 *
2017-09-30T13:42:51.000Z A 840 -6.551 -0.287  9.061 -3.452  1.312  16.907 -3.334  9.148  20.045 *
2017-09-30T13:42:52.000Z A 816 -3.217 -0.197  2.236 -1.451  1.261  4.197  1.922  9.453  18.711 *
2017-09-30T13:42:53.000Z A 842 -4.040 -0.177  6.198 -5.256  1.276  19.574 -6.119  9.183  20.045 *
2017-09-30T13:42:54.000Z G  43.605193 -71.090298 662.073512 0.01 5 133 *
2017-09-30T13:42:54.000Z A 820 -5.413 -0.113  4.001 -1.177  1.336  5.413  0.628  9.409  20.045 *
2017-09-30T13:42:55.000Z A 843 -8.316 -0.222  9.336 -3.923  1.339  15.377 -4.393  9.329  20.045 *
2017-09-30T13:42:56.000Z A 840 -5.217 -0.172  3.373 -0.824  1.329  4.276  0.353  9.423  20.045 *
2017-09-30T13:42:57.000Z A 820 -10.356 -0.201  5.688 -4.590  1.265  20.045 -7.649  9.186  20.045 *
2017-09-30T13:42:58.000Z G  43.605072 -71.090120 662.073512 0.01 5 133 *
2017-09-30T13:42:58.000Z A 837 -9.022  0.002  8.355 -7.924  1.409  12.513 -20.084  8.847  20.045 *
2017-09-30T13:42:59.000Z A 821 -5.335  0.110  5.256 -6.041  1.239  18.240 -4.786  8.844  20.045 *
2017-09-30T13:43:00.000Z A 842 -6.119 -0.166  3.805 -4.119  1.348  6.708 -3.256  9.351  20.045 *
2017-09-30T13:43:01.000Z A 837 -20.084 -0.234  7.492 -5.492  1.326  20.045 -10.748  8.868  20.045 *
2017-09-30T13:43:02.000Z G  43.604948 -71.089940 660.105008 0.01 5 133 *
2017-09-30T13:43:02.000Z A 817 -11.219 -0.239  5.649 -10.317  1.153  18.633 -20.084  8.705  20.045 *
2017-09-30T13:43:03.000Z A 842 -2.903 -0.259  3.217 -2.550  1.336  4.433  0.471  9.413  20.045 *
2017-09-30T13:43:04.000Z A 798 -6.119 -0.259  5.060 -3.413  1.304  13.141 -7.139  9.226  20.045 *
2017-09-30T13:43:05.000Z A 842 -4.237 -0.256  3.805 -1.491  1.288  6.786  0.000  9.297  20.045 *
2017-09-30T13:43:06.000Z G  43.604820 -71.089755 659.448840 0.01 5 132 *
2017-09-30T13:43:06.000Z A 837 -5.806 -0.169  7.767 -6.629  1.312  20.045 -20.084  8.700  20.045 *
2017-09-30T13:43:07.000Z A 815 -3.099 -0.192  3.452 -1.451  1.261  4.354 -0.353  9.284  20.045 *
2017-09-30T13:43:08.000Z A 842 -9.964 -0.158  4.590 -3.373  1.278  16.632 -4.354  9.299  20.045 *
2017-09-30T13:43:09.000Z A 823 -4.943 -0.125  3.138 -1.098  1.316  11.140 -0.902  9.316  20.045 *
2017-09-30T13:43:10.000Z G  43.604690 -71.089565 659.120756 0.01 5 134 *
2017-09-30T13:43:10.000Z A 842 -5.884 -0.137  4.746 -3.020  1.118  11.140 -4.237  9.375  20.045 *
2017-09-30T13:43:11.000Z A 838 -17.652 -0.102  20.045 -20.084  1.184  20.045 -20.084  8.880  20.045 *
2017-09-30T13:43:12.000Z A 815 -3.491 -0.180  3.844 -2.471  1.218  4.119 -2.314  9.407  20.045 *
2017-09-30T13:43:13.000Z A 842 -7.061 -0.102  7.492 -7.963  1.317  11.376 -15.965  8.941  20.045 *
2017-09-30T13:43:14.000Z G  43.604562 -71.089378 658.136504 0.01 5 133 *
2017-09-30T13:43:14.000Z A 820 -3.727 -0.093  5.217 -4.158  1.193  8.277 -2.628  9.302  20.045 *
2017-09-30T13:43:15.000Z A 841 -4.393 -0.079  4.119 -2.471  1.233  20.045 -5.492  9.205  20.045 *
2017-09-30T13:43:16.000Z A 836 -5.060 -0.099  3.530 -1.726  1.327  7.022 -1.647  9.254  20.045 *
2017-09-30T13:43:17.000Z A 821 -5.923 -0.024  15.691 -5.452  1.159  9.689 -3.177  9.030  20.045 *
2017-09-30T13:43:18.000Z G  43.604435 -71.089195 659.120756 0.01 5 133 *
2017-09-30T13:43:18.000Z A 840 -5.962 -0.126  4.982 -10.473  1.187  7.532 -1.569  9.249  20.045 *
2017-09-30T13:43:19.000Z A 800 -4.393  0.034  3.805 -2.236  1.252  7.100 -1.451  9.438  20.045 *
2017-09-30T13:43:20.000Z A 843 -7.688  0.029  5.649 -6.982  1.141  16.750 -5.923  9.137  20.045 *
2017-09-30T13:43:21.000Z A 839 -4.001  0.013  3.295 -2.354  1.249  4.511 -0.314  9.402  20.045 *
2017-09-30T13:43:22.000Z G  43.604315 -71.089015 660.105008 0.01 5 131 *
2017-09-30T13:43:22.000Z A 817 -4.197  0.237  11.846 -2.667  1.207  7.963 -1.608  9.246  20.045 *
2017-09-30T13:43:23.000Z A 843 -3.099  0.089  3.923 -1.451  1.252  6.198 -1.020  9.482  20.045 *
2017-09-30T13:43:24.000Z A 818 -10.003 -0.085  5.217 -4.472  1.291  9.767 -1.804  9.188  20.045 *
2017-09-30T13:43:25.000Z A 844 -5.217 -0.153  4.001 -1.647  1.191  7.375 -1.098  9.487  20.045 *
2017-09-30T13:43:26.000Z G  43.604198 -71.088845 659.120756 0.01 6 131 *
2017-09-30T13:43:26.000Z A 838 -6.355 -0.085  4.511 -3.805  1.167  8.041 -1.883  9.406  20.045 *
2017-09-30T13:43:27.000Z A 821 -7.139 -0.288  4.197 -4.040  1.187  18.946 -5.766  9.224  20.045 *
2017-09-30T13:43:28.000Z A 839 -4.472 -0.223  3.766 -1.608  1.246  5.374 -1.138  9.286  20.045 *
2017-09-30T13:43:29.000Z G  43.604092 -71.088708 660.105008 0.01 5 132 *
2017-09-30T13:43:29.000Z A 818 -3.923  0.058  5.217 -4.707  1.137  9.414 -0.549  9.262  20.045 *
2017-09-30T13:43:30.000Z A 841 -2.785  0.046  5.962 -2.785  1.109  4.158 -0.549  9.419  20.045 *
2017-09-30T13:43:31.000Z A 838 -6.668 -0.096  8.395 -2.981  1.168  18.397 -4.472  9.415  20.045 *
2017-09-30T13:43:32.000Z A 817 -3.217 -0.210  2.746 -1.647  1.212  6.041 -0.784  9.464  20.045 *
2017-09-30T13:43:33.000Z G  43.603960 -71.088518 660.105008 0.01 6 133 *
2017-09-30T13:43:33.000Z A 820 -4.668 -0.107  3.530 -2.001  1.180  7.375 -3.687  9.358  20.045 *
2017-09-30T13:43:34.000Z A 818 -4.707 -0.101  3.883 -4.354  1.022  6.355  0.275  9.447  20.045 *
2017-09-30T13:43:35.000Z A 842 -4.825  0.036  3.177 -2.197  1.119  7.139 -0.510  9.440  20.045 *
2017-09-30T13:43:36.000Z G  43.603860 -71.088372 660.433092 0.01 6 133 *
2017-09-30T13:43:36.000Z A 835 -9.728  0.026  3.766 -13.062  1.170  6.708 -2.118  9.308  20.045 *
2017-09-30T13:43:37.000Z A 811 -5.766  0.009  3.727 -1.451  1.160  9.885 -0.941  9.444  20.045 *
2017-09-30T13:43:38.000Z A 818 -9.414  0.316  10.670 -20.084  1.014  20.045 -20.084  8.652  20.045 *
2017-09-30T13:43:39.000Z A 828 -2.589  0.118  2.707 -1.412  1.227  4.276 -1.138  9.442  20.045 *
2017-09-30T13:43:40.000Z G  43.603728 -71.088180 662.401596 0.01 6 134 *
2017-09-30T13:43:40.000Z A 835 -4.001 -0.061  6.080 -3.883  1.162  20.045 -3.099  9.377  20.045 *
2017-09-30T13:43:41.000Z A 820 -6.825 -0.077  4.119 -2.942  1.097  7.453 -1.647  9.228  20.045 *
2017-09-30T13:43:42.000Z A 843 -4.237 -0.337  3.609 -1.647  1.292  8.120 -0.549  9.407  20.045 *
2017-09-30T13:43:43.000Z A 838 -11.297 -0.278  5.884 -5.845  1.112  11.180 -2.510  9.167  20.045 *
2017-09-30T13:43:44.000Z G  43.603598 -71.087988 664.370100 0.01 6 133 *
2017-09-30T13:43:44.000Z A 826 -5.335 -0.216  3.177 -1.883  1.307  6.512 -1.726  9.340  20.045 *
2017-09-30T13:43:45.000Z A 817 -7.924 -0.251  7.296 -4.158  1.176  13.965 -1.961  9.391  20.045 *
2017-09-30T13:43:46.000Z A 820 -4.864 -0.314  2.314 -1.334  1.181  8.198  0.000  9.347  20.045 *
2017-09-30T13:43:47.000Z A 843 -8.591 -0.067  4.864 -5.413  1.189  11.415 -1.020  9.351  20.045 *
2017-09-30T13:43:48.000Z G  43.603477 -71.087807 665.682436 0.01 5 134 *
2017-09-30T13:43:48.000Z A 832 -4.315 -0.357  3.334 -1.294  1.291  6.904  0.471  9.408  20.045 *
2017-09-30T13:43:49.000Z A 800 -6.002 -0.312  4.237 -2.981  1.127  14.867  0.392  9.346  20.045 *
2017-09-30T13:43:50.000Z A 838 -3.452 -0.246  3.334 -1.726  1.213  7.610  0.275  9.477  20.045 *
2017-09-30T13:43:51.000Z A 839 -5.256 -0.393  3.099 -3.295  1.122  6.982  0.431  9.522  20.045 *
2017-09-30T13:43:52.000Z G  43.603360 -71.087633 666.010520 0.01 5 133 *
2017-09-30T13:43:52.000Z A 820 -3.687 -0.234  3.334 -1.177  1.244  12.906  0.784  9.486  20.006 *
2017-09-30T13:43:53.000Z A 840 -6.237 -0.304  6.198 -6.825  1.275  12.984 -1.098  9.446  20.045 *
2017-09-30T13:43:54.000Z A 818 -7.414 -0.422  3.570 -4.590  1.222  8.238  1.020  9.491  20.045 *
2017-09-30T13:43:55.000Z A 839 -4.472 -0.168  3.687 -3.452  1.300  12.513 -0.118  9.319  20.045 *
2017-09-30T13:43:56.000Z G  43.603242 -71.087460 665.026268 0.01 5 133 *
2017-09-30T13:43:56.000Z A 837 -18.672 -0.273  7.649 -10.709  1.238  19.378 -12.788  9.100  20.045 *
2017-09-30T13:43:57.000Z A 821 -3.923 -0.210  3.805 -2.393  1.301  7.296 -0.039  9.345  20.045 *
2017-09-30T13:43:58.000Z A 840 -6.119 -0.185  5.335 -3.060  1.235  7.335 -0.706  9.482  20.045 *
2017-09-30T13:43:59.000Z A 817 -2.667 -0.079  2.667 -2.197  1.294  6.472  1.726  9.346  16.985 *
2017-09-30T13:44:00.000Z G  43.603127 -71.087288 664.042016 0.01 5 133 *
2017-09-30T13:44:00.000Z A 839 -10.003 -0.184  5.099 -5.923  1.338  9.375 -1.412  9.138  20.045 *
2017-09-30T13:44:01.000Z A 839 -3.256 -0.151  3.687 -2.197  1.324  6.943  2.197  9.397  18.946 *
2017-09-30T13:44:02.000Z A 817 -12.003 -0.131  10.238 -7.649  1.293  15.377 -14.632  8.974  20.045 *
2017-09-30T13:44:03.000Z A 840 -4.119 -0.152  4.080 -1.569  1.167  6.668  1.451  9.482  20.045 *
2017-09-30T13:44:04.000Z G  43.603013 -71.087122 662.073512 0.01 5 133 *
2017-09-30T13:44:04.000Z A 802 -3.530 -0.167  5.649 -2.785  1.084  10.513 -0.863  9.632  20.045 *
2017-09-30T13:44:05.000Z A 837 -4.590 -0.245  3.491 -1.491  1.304  10.630  0.981  9.391  19.496 *
2017-09-30T13:44:06.000Z A 837 -6.002 -0.342  10.866 -4.001  1.098  9.532 -0.275  9.480  20.045 *
2017-09-30T13:44:07.000Z A 823 -4.786 -0.323  3.099 -2.236  1.223  6.433  1.569  9.415  20.045 *
2017-09-30T13:44:08.000Z G  43.602903 -71.086965 660.761176 0.01 4 133 *
2017-09-30T13:44:08.000Z A 840 -8.002 -0.107  3.295 -1.412  1.145  8.512  1.177  9.436  20.045 *
2017-09-30T13:44:09.000Z A 820 -3.883 -0.183  3.530 -1.922  1.217  8.395  1.216  9.330  20.045 *
2017-09-30T13:44:10.000Z A 842 -4.354 -0.323  3.177 -1.177  1.224  6.590  1.608  9.365  19.417 *
2017-09-30T13:44:11.000Z A 836 -7.924 -0.255  4.825 -3.373  1.232  8.512 -2.275  9.498  20.045 *
2017-09-30T13:44:12.000Z G  43.602803 -71.086818 660.105008 0.01 4 132 *
2017-09-30T13:44:12.000Z A 819 -3.766  0.022  4.197 -1.334  1.184  9.258  1.059  9.513  18.201 *
2017-09-30T13:44:13.000Z A 842 -6.394 -0.064  4.276 -3.766  1.182  9.101 -1.608  9.354  20.045 *
2017-09-30T13:44:14.000Z A 818 -5.531 -0.041  3.687 -3.687  1.208  9.650 -1.726  9.229  20.045 *
2017-09-30T13:44:15.000Z A 834 -5.021 -0.128  3.138 -1.765  1.188  6.982  1.020  9.296  18.240 *
2017-09-30T13:44:16.000Z A 821 -7.296 -0.088  3.413 -2.981  1.286  7.492 -0.902  9.465  20.045 *
2017-09-30T13:44:17.000Z G  43.602688 -71.086650 660.433092 0.01 4 133 *
2017-09-30T13:44:17.000Z A 822 -3.766 -0.094  3.295 -2.393  1.229  5.609  0.667  9.529  19.378 *
2017-09-30T13:44:18.000Z A 842 -8.238 -0.066  9.414 -20.084  1.138  10.670 -2.864  9.394  20.045 *
2017-09-30T13:44:19.000Z A 825 -4.001 -0.086  3.648 -2.275  1.236  6.865 -0.863  9.511  19.927 *
2017-09-30T13:44:20.000Z A 841 -4.237 -0.110  4.668 -2.079  1.143  6.041  0.824  9.464  20.045 *
2017-09-30T13:44:21.000Z A 831 -7.061 -0.159  3.766 -3.766  1.193  7.885 -2.432  9.330  20.045 *
2017-09-30T13:44:22.000Z G  43.602587 -71.086500 660.105008 0.01 3 132 *
2017-09-30T13:44:22.000Z A 818 -3.883 -0.134  3.060 -1.334  1.172  5.962  0.157  9.336  18.554 *
2017-09-30T13:44:23.000Z A 841 -3.491 -0.149  4.197 -0.667  1.192  4.472 -0.157  9.487  19.496 *
2017-09-30T13:44:24.000Z A 818 -7.728 -0.091  3.373 -3.256  1.213  8.591 -0.628  9.552  20.045 *
2017-09-30T13:44:25.000Z A 841 -4.080 -0.067  3.609 -1.059  1.317  9.101  2.432  9.335  19.417 *
2017-09-30T13:44:26.000Z A 837 -3.060  0.070  4.276 -1.608  1.186  5.413  2.824  9.521  19.535 *
2017-09-30T13:44:27.000Z A 819 -4.590  0.051  3.530 -1.844  1.173  7.414  1.844  9.491  18.476 *
2017-09-30T13:44:28.000Z G  43.602483 -71.086352 661.417344 0.01 3 135 *
2017-09-30T13:44:28.000Z A 840 -3.962  0.140  3.491 -1.373  1.232  7.257  2.707  9.445  19.064 *
2017-09-30T13:44:29.000Z A 820 -3.570  0.072  3.844 -2.001  1.137  5.649  3.099  9.500  15.926 *
2017-09-30T13:44:30.000Z A 841 -3.530  0.009  3.530 -1.412  1.299  8.277  3.570  9.471  19.888 *
2017-09-30T13:44:31.000Z A 838 -4.825  0.156  4.472 -2.981  1.123  7.963  2.197  9.532  20.045 *
2017-09-30T13:44:32.000Z A 811 -2.785  0.324  3.766 -2.040  1.262  8.316  2.510  9.371  17.691 *
2017-09-30T13:44:33.000Z A 840 -3.060  0.289  3.648 -1.804  1.216  6.747  2.275  9.578  16.122 *
2017-09-30T13:44:34.000Z A 812 -4.001  0.204  3.844 -2.158  1.213  10.826  0.941  9.373  20.045 *
2017-09-30T13:44:35.000Z G  43.602373 -71.086202 659.776924 0.01 2 130 *
2017-09-30T13:44:35.000Z A 842 -3.491  0.092  3.962 -2.393  1.199  6.629  0.118  9.399  17.103 *
2017-09-30T13:44:36.000Z A 837 -2.942  0.146  4.001 -2.040  1.227  12.317  2.001  9.435  16.946 *
2017-09-30T13:44:37.000Z A 816 -3.217  0.095  3.217 -2.314  0.974  8.277  1.138  9.568  18.986 *
2017-09-30T13:44:38.000Z A 840 -3.923  0.013  3.413 -1.804  0.926  8.551  2.118  9.524  17.966 *
2017-09-30T13:44:39.000Z A 819 -3.766  0.031  3.491 -2.197  0.797  5.217  1.530  9.586  20.045 *
2017-09-30T13:44:40.000Z A 842 -3.138 -0.041  2.746 -1.647  1.212  6.943  4.158  9.458  15.102 *
2017-09-30T13:44:41.000Z A 835 -3.060  0.007  2.746 -1.569  1.070  6.119  4.158  9.529  14.828 *
2017-09-30T13:44:42.000Z A 818 -3.020  0.013  2.510 -1.765  0.984  7.532  4.550  9.477  13.023 *
2017-09-30T13:44:43.000Z A 842 -2.864  0.006  2.432 -1.373  1.337  7.061  4.080  9.476  12.945 *
2017-09-30T13:44:44.000Z A 824 -2.824 -0.005  2.040 -0.981  1.387  5.649  4.354  9.407  12.670 *
2017-09-30T13:44:45.000Z A 840 -3.060  0.011  2.118 -1.216  1.383  5.609  4.354  9.418  12.945 *
2017-09-30T13:44:46.000Z A 837 -2.510 -0.014  1.883 -0.824  1.355  4.903  4.864  9.473  12.709 *
2017-09-30T13:44:47.000Z A 805 -2.471 -0.030  1.922 -0.471  1.398  5.413  4.825  9.421  12.984 *
2017-09-30T13:44:48.000Z A 836 -2.667  0.004  2.001 -0.902  1.330  5.256  4.315  9.466  13.102 *
2017-09-30T13:44:49.000Z A 821 -2.589  0.015  2.001 -0.981  1.323  4.433  5.256  9.494  13.219 *
2017-09-30T13:44:50.000Z A 840 -2.667  0.005  2.079 -0.745  1.347  4.943  4.903  9.496  13.337 *
2017-09-30T13:44:51.000Z A 835 -2.942 -0.013  1.844 -0.549  1.392  4.550  4.786  9.392  13.180 *
2017-09-30T13:44:52.000Z A 817 -2.667 -0.006  2.040 -0.902  1.384  4.511  4.119  9.425  13.690 *
2017-09-30T13:44:53.000Z A 841 -2.550 -0.038  1.883 -0.902  1.353  4.158  5.178  9.500  13.415 *
2017-09-30T13:44:54.000Z A 820 -2.785  0.021  2.275 -0.549  1.362  4.393  4.825  9.399  13.298 *
2017-09-30T13:44:55.000Z A 842 -2.864 -0.010  2.314 -0.706  1.359  4.433  4.550  9.503  13.651 *
2017-09-30T13:44:56.000Z A 837 -2.824 -0.024  1.961 -0.667  1.355  4.393  5.021  9.497  13.062 *
2017-09-30T13:44:57.000Z A 821 -3.060  0.015  2.275 -0.628  1.333  5.139  4.707  9.438  13.376 *
2017-09-30T13:44:58.000Z A 843 -3.020 -0.029  2.158 -0.628  1.398  4.472  4.786  9.461  13.612 *
2017-09-30T13:44:59.000Z A 818 -2.864  0.023  2.393 -0.824  1.334  4.590  4.237  9.467  13.533 *
2017-09-30T13:45:00.000Z A 843 -2.785 -0.003  2.197 -0.706  1.371  4.550  4.864  9.455  13.376 *
2017-09-30T13:45:01.000Z A 837 -2.824  0.043  2.118 -0.824  1.322  4.237  4.433  9.383  13.455 *
2017-09-30T13:45:02.000Z A 797 -3.099  0.004  2.158 -0.745  1.325  4.393  5.099  9.477  13.180 *
2017-09-30T13:45:03.000Z A 842 -2.864  0.019  2.354 -0.745  1.331  4.590  4.237  9.450  12.984 *
2017-09-30T13:45:04.000Z A 819 -2.864 -0.014  2.197 -0.667  1.327  4.746  4.864  9.497  13.455 *
