
#v3
1496703668.369447 2017-06-11T16:04:39.000Z A 848 -0.706 -0.402 -0.039 -0.196  0.152  0.588  9.258  9.700  10.199 *
1496703669.369798 2017-06-11T16:04:40.000Z A 820 -0.667 -0.394  0.039 -0.118  0.147  0.471  9.101  9.685  10.787 *
1496703670.369921 2017-06-11T16:04:41.000Z A 845 -0.588 -0.398 -0.079  0.000  0.144  0.392  9.414  9.703  10.003 *
1496703671.370333 2017-06-11T16:04:42.000Z A 846 -0.549 -0.401 -0.235 -0.039  0.145  0.353  9.454  9.692  10.003 *
1496703672.370423 2017-06-11T16:04:43.000Z A 810 -0.667 -0.398 -0.079 -0.039  0.137  0.314  9.414  9.710  9.964 *
1496703673.371072 2017-06-11T16:04:44.000Z A 843 -0.588 -0.401 -0.196  0.000  0.148  0.353  9.414  9.699  10.003 *
1496703674.371487 2017-06-11T16:04:45.000Z A 838 -0.549 -0.409 -0.196 -0.079  0.149  0.392  9.375  9.691  9.924 *
1496703675.372576 2017-06-11T16:04:46.000Z A 829 -0.628 -0.389 -0.157  0.000  0.144  0.392  9.414  9.695  10.120 *
1496703676.372851 2017-06-11T16:04:47.000Z A 848 -0.549 -0.388 -0.235 -0.039  0.140  0.392  9.454  9.704  10.003 *
1496703677.373956 2017-06-11T16:04:48.000Z A 829 -0.628 -0.393 -0.079 -0.079  0.150  0.353  9.493  9.697  10.042 *
1496703678.375101 2017-06-11T16:04:49.000Z A 849 -0.706 -0.395 -0.157  0.000  0.144  0.353  9.454  9.709  9.924 *
1496703679.376033 2017-06-11T16:04:50.000Z A 838 -0.588 -0.395 -0.196 -0.079  0.134  0.353  9.297  9.695  9.964 *
1496703680.376138 2017-06-11T16:04:51.000Z A 825 -0.628 -0.410 -0.196  0.000  0.154  0.353  9.375  9.703  10.003 *
1496703681.377047 2017-06-11T16:04:52.000Z A 848 -0.549 -0.386 -0.196 -0.039  0.139  0.471  9.375  9.692  10.003 *
1496703682.377875 2017-06-11T16:04:53.000Z A 828 -0.588 -0.406 -0.275 -0.079  0.146  0.392  9.454  9.696  9.964 *
1496703683.378897 2017-06-11T16:04:54.000Z A 824 -0.628 -0.400 -0.235  0.000  0.149  0.353  9.454  9.699  9.964 *
1496703684.379085 2017-06-11T16:04:55.000Z A 836 -0.628 -0.405 -0.157 -0.039  0.146  0.353  9.258  9.703  9.924 *
1496703685.379289 2017-06-11T16:04:56.000Z A 845 -0.628 -0.393 -0.196 -0.079  0.147  0.392  9.493  9.705  9.964 *
1496703686.380211 2017-06-11T16:04:57.000Z A 839 -0.628 -0.410 -0.196 -0.079  0.145  0.353  9.454  9.706  9.964 *
